Segment,Country,Product,"Discount Band","Units Sold","Manufacturing Price","Sale Price","Gross Sales",Discounts,Sales,COGS,Profit,Date,"Month Number","Month Name",Year
Government,Mexico," Velo "," None ",1493," $120.00 "," $7.00 "," $10,451.00 "," $-   "," $10,451.00 "," $7,465.00 "," $2,986.00 ",1/1/2014,1," January ",2014
Government,Canada," Paseo "," None ",1725," $10.00 "," $350.00 "," $603,750.00 "," $-   "," $603,750.00 "," $448,500.00 "," $155,250.00 ",11/1/2013,11," November ",2013
Government,Canada," Carretera "," None ",1618.5," $3.00 "," $20.00 "," $32,370.00 "," $-   "," $32,370.00 "," $16,185.00 "," $16,185.00 ",1/1/2014,1," January ",2014
Government,Germany," Velo "," None ",1006," $120.00 "," $350.00 "," $352,100.00 "," $-   "," $352,100.00 "," $261,560.00 "," $90,540.00 ",6/1/2014,6," June ",2014
Government,Germany," Carretera "," None ",1321," $3.00 "," $20.00 "," $26,420.00 "," $-   "," $26,420.00 "," $13,210.00 "," $13,210.00 ",1/1/2014,1," January ",2014
Government,Germany," Paseo "," None ",1006," $10.00 "," $350.00 "," $352,100.00 "," $-   "," $352,100.00 "," $261,560.00 "," $90,540.00 ",6/1/2014,6," June ",2014
Government,Germany," Carretera "," None ",1513," $3.00 "," $350.00 "," $529,550.00 "," $-   "," $529,550.00 "," $393,380.00 "," $136,170.00 ",12/1/2014,12," December ",2014
Government,France," Montana "," None ",1899," $5.00 "," $20.00 "," $37,980.00 "," $-   "," $37,980.00 "," $18,990.00 "," $18,990.00 ",6/1/2014,6," June ",2014
Government,Mexico," Paseo "," None ",883," $10.00 "," $7.00 "," $6,181.00 "," $-   "," $6,181.00 "," $4,415.00 "," $1,766.00 ",8/1/2014,8," August ",2014
Government,France," VTT "," None ",1527," $250.00 "," $350.00 "," $534,450.00 "," $-   "," $534,450.00 "," $397,020.00 "," $137,430.00 ",9/1/2013,9," September ",2013
Government,Canada," VTT "," None ",1817," $250.00 "," $20.00 "," $36,340.00 "," $-   "," $36,340.00 "," $18,170.00 "," $18,170.00 ",12/1/2014,12," December ",2014
Government,France," Amarilla "," None ",2750," $260.00 "," $350.00 "," $962,500.00 "," $-   "," $962,500.00 "," $715,000.00 "," $247,500.00 ",2/1/2014,2," February ",2014
Government,Canada," Paseo "," None ",1817," $10.00 "," $20.00 "," $36,340.00 "," $-   "," $36,340.00 "," $18,170.00 "," $18,170.00 ",12/1/2014,12," December ",2014
Government,France," Amarilla "," None ",1899," $260.00 "," $20.00 "," $37,980.00 "," $-   "," $37,980.00 "," $18,990.00 "," $18,990.00 ",6/1/2014,6," June ",2014
Government,Germany," Amarilla "," None ",1686," $260.00 "," $7.00 "," $11,802.00 "," $-   "," $11,802.00 "," $8,430.00 "," $3,372.00 ",7/1/2014,7," July ",2014
Government,Germany," Montana "," None ",2146," $5.00 "," $7.00 "," $15,022.00 "," $-   "," $15,022.00 "," $10,730.00 "," $4,292.00 ",9/1/2014,9," September ",2014
Government,"United States of America"," Amarilla "," None ",1143," $260.00 "," $7.00 "," $8,001.00 "," $-   "," $8,001.00 "," $5,715.00 "," $2,286.00 ",10/1/2014,10," October ",2014
Midmarket,Germany," Montana "," None ",921," $5.00 "," $15.00 "," $13,815.00 "," $-   "," $13,815.00 "," $9,210.00 "," $4,605.00 ",3/1/2014,3," March ",2014
Midmarket,Canada," Paseo "," None ",2152," $10.00 "," $15.00 "," $32,280.00 "," $-   "," $32,280.00 "," $21,520.00 "," $10,760.00 ",12/1/2013,12," December ",2013
Midmarket,Germany," VTT "," None ",888," $250.00 "," $15.00 "," $13,320.00 "," $-   "," $13,320.00 "," $8,880.00 "," $4,440.00 ",6/1/2014,6," June ",2014
Midmarket,France," Carretera "," None ",2178," $3.00 "," $15.00 "," $32,670.00 "," $-   "," $32,670.00 "," $21,780.00 "," $10,890.00 ",6/1/2014,6," June ",2014
Midmarket,Germany," Carretera "," None ",888," $3.00 "," $15.00 "," $13,320.00 "," $-   "," $13,320.00 "," $8,880.00 "," $4,440.00 ",6/1/2014,6," June ",2014
Midmarket,Mexico," Carretera "," None ",2470," $3.00 "," $15.00 "," $37,050.00 "," $-   "," $37,050.00 "," $24,700.00 "," $12,350.00 ",6/1/2014,6," June ",2014
Midmarket,France," VTT "," None ",2178," $250.00 "," $15.00 "," $32,670.00 "," $-   "," $32,670.00 "," $21,780.00 "," $10,890.00 ",6/1/2014,6," June ",2014
Midmarket,Mexico," Montana "," None ",2470," $5.00 "," $15.00 "," $37,050.00 "," $-   "," $37,050.00 "," $24,700.00 "," $12,350.00 ",6/1/2014,6," June ",2014
Midmarket,"United States of America"," Montana "," None ",615," $5.00 "," $15.00 "," $9,225.00 "," $-   "," $9,225.00 "," $6,150.00 "," $3,075.00 ",12/1/2014,12," December ",2014
Midmarket,Mexico," Paseo "," None ",974," $10.00 "," $15.00 "," $14,610.00 "," $-   "," $14,610.00 "," $9,740.00 "," $4,870.00 ",2/1/2014,2," February ",2014
Midmarket,France," Paseo "," None ",549," $10.00 "," $15.00 "," $8,235.00 "," $-   "," $8,235.00 "," $5,490.00 "," $2,745.00 ",9/1/2013,9," September ",2013
Midmarket,Mexico," Paseo "," None ",2472," $10.00 "," $15.00 "," $37,080.00 "," $-   "," $37,080.00 "," $24,720.00 "," $12,360.00 ",9/1/2014,9," September ",2014
Midmarket,"United States of America"," Amarilla "," None ",615," $260.00 "," $15.00 "," $9,225.00 "," $-   "," $9,225.00 "," $6,150.00 "," $3,075.00 ",12/1/2014,12," December ",2014
"Small Business",Canada," VTT "," None ",2001," $250.00 "," $300.00 "," $600,300.00 "," $-   "," $600,300.00 "," $500,250.00 "," $100,050.00 ",2/1/2014,2," February ",2014
"Small Business",Mexico," Paseo "," None ",788," $10.00 "," $300.00 "," $236,400.00 "," $-   "," $236,400.00 "," $197,000.00 "," $39,400.00 ",9/1/2013,9," September ",2013
"Small Business",France," VTT "," None ",2151," $250.00 "," $300.00 "," $645,300.00 "," $-   "," $645,300.00 "," $537,750.00 "," $107,550.00 ",9/1/2014,9," September ",2014
"Small Business",Mexico," Montana "," None ",958," $5.00 "," $300.00 "," $287,400.00 "," $-   "," $287,400.00 "," $239,500.00 "," $47,900.00 ",8/1/2014,8," August ",2014
