Segment,Country,Product,"Discount Band","Units Sold","Manufacturing Price","Sale Price","Gross Sales",Discounts,Sales,COGS,Profit,Date,"Month Number","Month Name",Year
"Small Business",France," Montana "," Medium ",322," $5.00 "," $300.00 "," $96,600.00 "," $8,694.00 "," $87,906.00 "," $80,500.00 "," $7,406.00 ",9/1/2013,9," September ",2013
"Channel Partners",France," VTT "," Medium ",2234," $250.00 "," $12.00 "," $26,808.00 "," $2,412.72 "," $24,395.28 "," $6,702.00 "," $17,693.28 ",9/1/2013,9," September ",2013
"Channel Partners",Mexico," VTT "," High ",1005," $250.00 "," $12.00 "," $12,060.00 "," $1,326.60 "," $10,733.40 "," $3,015.00 "," $7,718.40 ",9/1/2013,9," September ",2013
Government,France," Velo "," High ",2805," $120.00 "," $20.00 "," $56,100.00 "," $6,171.00 "," $49,929.00 "," $28,050.00 "," $21,879.00 ",9/1/2013,9," September ",2013
Midmarket,Mexico," Velo "," High ",655," $120.00 "," $15.00 "," $9,825.00 "," $1,080.75 "," $8,744.25 "," $6,550.00 "," $2,194.25 ",9/1/2013,9," September ",2013
Enterprise,Mexico," Amarilla "," High ",947," $260.00 "," $125.00 "," $118,375.00 "," $13,021.25 "," $105,353.75 "," $113,640.00 "," $(8,286.25)",9/1/2013,9," September ",2013
Government,"United States of America"," Paseo "," High ",380," $10.00 "," $7.00 "," $2,660.00 "," $292.60 "," $2,367.40 "," $1,900.00 "," $467.40 ",9/1/2013,9," September ",2013
Enterprise,Canada," Carretera "," High ",2416," $3.00 "," $125.00 "," $302,000.00 "," $36,240.00 "," $265,760.00 "," $289,920.00 "," $(24,160.00)",9/1/2013,9," September ",2013
Government,Canada," VTT "," High ",623," $250.00 "," $350.00 "," $218,050.00 "," $26,166.00 "," $191,884.00 "," $161,980.00 "," $29,904.00 ",9/1/2013,9," September ",2013
"Channel Partners",Canada," Amarilla "," High ",2761," $260.00 "," $12.00 "," $33,132.00 "," $3,975.84 "," $29,156.16 "," $8,283.00 "," $20,873.16 ",9/1/2013,9," September ",2013
Government,Germany," Carretera "," High ",442," $3.00 "," $20.00 "," $8,840.00 "," $1,149.20 "," $7,690.80 "," $4,420.00 "," $3,270.80 ",9/1/2013,9," September ",2013
Midmarket,Germany," Velo "," High ",660," $120.00 "," $15.00 "," $9,900.00 "," $1,287.00 "," $8,613.00 "," $6,600.00 "," $2,013.00 ",9/1/2013,9," September ",2013
Enterprise,France," Carretera "," High ",1023," $3.00 "," $125.00 "," $127,875.00 "," $17,902.50 "," $109,972.50 "," $122,760.00 "," $(12,787.50)",9/1/2013,9," September ",2013
Midmarket,Canada," Paseo "," High ",2470," $10.00 "," $15.00 "," $37,050.00 "," $5,187.00 "," $31,863.00 "," $24,700.00 "," $7,163.00 ",9/1/2013,9," September ",2013
Enterprise,Canada," Montana "," None ",345," $5.00 "," $125.00 "," $43,125.00 "," $-   "," $43,125.00 "," $41,400.00 "," $1,725.00 ",10/1/2013,10," October ",2013
Enterprise,Canada," Velo "," None ",345," $120.00 "," $125.00 "," $43,125.00 "," $-   "," $43,125.00 "," $41,400.00 "," $1,725.00 ",10/1/2013,10," October ",2013
"Channel Partners",Germany," Carretera "," Low ",766," $3.00 "," $12.00 "," $9,192.00 "," $91.92 "," $9,100.08 "," $2,298.00 "," $6,802.08 ",10/1/2013,10," October ",2013
"Small Business",Mexico," Carretera "," Low ",494," $3.00 "," $300.00 "," $148,200.00 "," $1,482.00 "," $146,718.00 "," $123,500.00 "," $23,218.00 ",10/1/2013,10," October ",2013
Enterprise,"United States of America"," Montana "," Low ",663," $5.00 "," $125.00 "," $82,875.00 "," $828.75 "," $82,046.25 "," $79,560.00 "," $2,486.25 ",10/1/2013,10," October ",2013
"Channel Partners",Germany," Paseo "," Low ",766," $10.00 "," $12.00 "," $9,192.00 "," $91.92 "," $9,100.08 "," $2,298.00 "," $6,802.08 ",10/1/2013,10," October ",2013
Enterprise,"United States of America"," Velo "," Low ",663," $120.00 "," $125.00 "," $82,875.00 "," $828.75 "," $82,046.25 "," $79,560.00 "," $2,486.25 ",10/1/2013,10," October ",2013
"Small Business",Mexico," VTT "," Low ",494," $250.00 "," $300.00 "," $148,200.00 "," $1,482.00 "," $146,718.00 "," $123,500.00 "," $23,218.00 ",10/1/2013,10," October ",2013
"Small Business",Germany," Carretera "," Low ",214," $3.00 "," $300.00 "," $64,200.00 "," $1,284.00 "," $62,916.00 "," $53,500.00 "," $9,416.00 ",10/1/2013,10," October ",2013
Enterprise,Germany," Paseo "," Low ",809," $10.00 "," $125.00 "," $101,125.00 "," $2,022.50 "," $99,102.50 "," $97,080.00 "," $2,022.50 ",10/1/2013,10," October ",2013
Enterprise,Mexico," Paseo "," Low ",2145," $10.00 "," $125.00 "," $268,125.00 "," $5,362.50 "," $262,762.50 "," $257,400.00 "," $5,362.50 ",10/1/2013,10," October ",2013
Government,Germany," Velo "," Low ",2966," $120.00 "," $350.00 "," $1,038,100.00 "," $20,762.00 "," $1,017,338.00 "," $771,160.00 "," $246,178.00 ",10/1/2013,10," October ",2013
Enterprise,Germany," Velo "," Low ",809," $120.00 "," $125.00 "," $101,125.00 "," $2,022.50 "," $99,102.50 "," $97,080.00 "," $2,022.50 ",10/1/2013,10," October ",2013
Enterprise,Mexico," Velo "," Low ",2145," $120.00 "," $125.00 "," $268,125.00 "," $5,362.50 "," $262,762.50 "," $257,400.00 "," $5,362.50 ",10/1/2013,10," October ",2013
"Small Business",Germany," VTT "," Low ",214," $250.00 "," $300.00 "," $64,200.00 "," $1,284.00 "," $62,916.00 "," $53,500.00 "," $9,416.00 ",10/1/2013,10," October ",2013
Government,Germany," Amarilla "," Low ",2966," $260.00 "," $350.00 "," $1,038,100.00 "," $20,762.00 "," $1,017,338.00 "," $771,160.00 "," $246,178.00 ",10/1/2013,10," October ",2013
Midmarket,Germany," Paseo "," Low ",1945," $10.00 "," $15.00 "," $29,175.00 "," $875.25 "," $28,299.75 "," $19,450.00 "," $8,849.75 ",10/1/2013,10," October ",2013
Midmarket,Germany," VTT "," Low ",1945," $250.00 "," $15.00 "," $29,175.00 "," $875.25 "," $28,299.75 "," $19,450.00 "," $8,849.75 ",10/1/2013,10," October ",2013
Government,Canada," Carretera "," Low ",2851," $3.00 "," $7.00 "," $19,957.00 "," $798.28 "," $19,158.72 "," $14,255.00 "," $4,903.72 ",10/1/2013,10," October ",2013
Government,Canada," Montana "," Low ",2851," $5.00 "," $7.00 "," $19,957.00 "," $798.28 "," $19,158.72 "," $14,255.00 "," $4,903.72 ",10/1/2013,10," October ",2013
Midmarket,"United States of America"," Paseo "," Low ",671," $10.00 "," $15.00 "," $10,065.00 "," $402.60 "," $9,662.40 "," $6,710.00 "," $2,952.40 ",10/1/2013,10," October ",2013
Midmarket,Mexico," Paseo "," Low ",1514," $10.00 "," $15.00 "," $22,710.00 "," $908.40 "," $21,801.60 "," $15,140.00 "," $6,661.60 ",10/1/2013,10," October ",2013
Midmarket,Mexico," VTT "," Low ",1514," $250.00 "," $15.00 "," $22,710.00 "," $908.40 "," $21,801.60 "," $15,140.00 "," $6,661.60 ",10/1/2013,10," October ",2013
Midmarket,"United States of America"," Amarilla "," Low ",671," $260.00 "," $15.00 "," $10,065.00 "," $402.60 "," $9,662.40 "," $6,710.00 "," $2,952.40 ",10/1/2013,10," October ",2013
Government,Germany," Montana "," Medium ",1159," $5.00 "," $7.00 "," $8,113.00 "," $405.65 "," $7,707.35 "," $5,795.00 "," $1,912.35 ",10/1/2013,10," October ",2013
Government,Germany," Amarilla "," Medium ",1159," $260.00 "," $7.00 "," $8,113.00 "," $405.65 "," $7,707.35 "," $5,795.00 "," $1,912.35 ",10/1/2013,10," October ",2013
Government,Canada," Paseo "," Medium ",1228," $10.00 "," $350.00 "," $429,800.00 "," $21,490.00 "," $408,310.00 "," $319,280.00 "," $89,030.00 ",10/1/2013,10," October ",2013
Government,Canada," Paseo "," Medium ",1389," $10.00 "," $20.00 "," $27,780.00 "," $1,389.00 "," $26,391.00 "," $13,890.00 "," $12,501.00 ",10/1/2013,10," October ",2013
Enterprise,France," Paseo "," Medium ",704," $10.00 "," $125.00 "," $88,000.00 "," $4,400.00 "," $83,600.00 "," $84,480.00 "," $(880.00)",10/1/2013,10," October ",2013
Enterprise,France," Velo "," Medium ",704," $120.00 "," $125.00 "," $88,000.00 "," $4,400.00 "," $83,600.00 "," $84,480.00 "," $(880.00)",10/1/2013,10," October ",2013
Government,Canada," VTT "," Medium ",1389," $250.00 "," $20.00 "," $27,780.00 "," $1,389.00 "," $26,391.00 "," $13,890.00 "," $12,501.00 ",10/1/2013,10," October ",2013
Government,Canada," Amarilla "," Medium ",1228," $260.00 "," $350.00 "," $429,800.00 "," $21,490.00 "," $408,310.00 "," $319,280.00 "," $89,030.00 ",10/1/2013,10," October ",2013
"Channel Partners",Canada," Carretera "," Medium ",2299," $3.00 "," $12.00 "," $27,588.00 "," $1,655.28 "," $25,932.72 "," $6,897.00 "," $19,035.72 ",10/1/2013,10," October ",2013
Government,France," Montana "," Medium ",1403," $5.00 "," $7.00 "," $9,821.00 "," $589.26 "," $9,231.74 "," $7,015.00 "," $2,216.74 ",10/1/2013,10," October ",2013
"Channel Partners",Canada," Paseo "," Medium ",2299," $10.00 "," $12.00 "," $27,588.00 "," $1,655.28 "," $25,932.72 "," $6,897.00 "," $19,035.72 ",10/1/2013,10," October ",2013
Government,"United States of America"," Paseo "," Medium ",727," $10.00 "," $350.00 "," $254,450.00 "," $15,267.00 "," $239,183.00 "," $189,020.00 "," $50,163.00 ",10/1/2013,10," October ",2013
"Small Business",France," Velo "," Medium ",1221," $120.00 "," $300.00 "," $366,300.00 "," $21,978.00 "," $344,322.00 "," $305,250.00 "," $39,072.00 ",10/1/2013,10," October ",2013
Government,France," Velo "," Medium ",2076," $120.00 "," $350.00 "," $726,600.00 "," $43,596.00 "," $683,004.00 "," $539,760.00 "," $143,244.00 ",10/1/2013,10," October ",2013
"Small Business",France," VTT "," Medium ",1221," $250.00 "," $300.00 "," $366,300.00 "," $21,978.00 "," $344,322.00 "," $305,250.00 "," $39,072.00 ",10/1/2013,10," October ",2013
Government,"United States of America"," Amarilla "," Medium ",727," $260.00 "," $350.00 "," $254,450.00 "," $15,267.00 "," $239,183.00 "," $189,020.00 "," $50,163.00 ",10/1/2013,10," October ",2013
Government,France," Amarilla "," Medium ",1403," $260.00 "," $7.00 "," $9,821.00 "," $589.26 "," $9,231.74 "," $7,015.00 "," $2,216.74 ",10/1/2013,10," October ",2013
Government,France," Amarilla "," Medium ",2076," $260.00 "," $350.00 "," $726,600.00 "," $43,596.00 "," $683,004.00 "," $539,760.00 "," $143,244.00 ",10/1/2013,10," October ",2013
Government,France," Montana "," Medium ",1757," $5.00 "," $20.00 "," $35,140.00 "," $2,108.40 "," $33,031.60 "," $17,570.00 "," $15,461.60 ",10/1/2013,10," October ",2013
Government,France," Paseo "," Medium ",1757," $10.00 "," $20.00 "," $35,140.00 "," $2,108.40 "," $33,031.60 "," $17,570.00 "," $15,461.60 ",10/1/2013,10," October ",2013
"Channel Partners",Mexico," Carretera "," Medium ",367," $3.00 "," $12.00 "," $4,404.00 "," $396.36 "," $4,007.64 "," $1,101.00 "," $2,906.64 ",10/1/2013,10," October ",2013
"Channel Partners",Mexico," Paseo "," Medium ",367," $10.00 "," $12.00 "," $4,404.00 "," $396.36 "," $4,007.64 "," $1,101.00 "," $2,906.64 ",10/1/2013,10," October ",2013
"Channel Partners","United States of America"," Carretera "," High ",386," $3.00 "," $12.00 "," $4,632.00 "," $463.20 "," $4,168.80 "," $1,158.00 "," $3,010.80 ",10/1/2013,10," October ",2013
"Channel Partners","United States of America"," Paseo "," High ",386," $10.00 "," $12.00 "," $4,632.00 "," $463.20 "," $4,168.80 "," $1,158.00 "," $3,010.80 ",10/1/2013,10," October ",2013
Midmarket,France," Paseo "," High ",2167," $10.00 "," $15.00 "," $32,505.00 "," $3,250.50 "," $29,254.50 "," $21,670.00 "," $7,584.50 ",10/1/2013,10," October ",2013
"Small Business","United States of America"," Velo "," High ",2294," $120.00 "," $300.00 "," $688,200.00 "," $68,820.00 "," $619,380.00 "," $573,500.00 "," $45,880.00 ",10/1/2013,10," October ",2013
"Small Business","United States of America"," VTT "," High ",2294," $250.00 "," $300.00 "," $688,200.00 "," $68,820.00 "," $619,380.00 "," $573,500.00 "," $45,880.00 ",10/1/2013,10," October ",2013
Midmarket,France," VTT "," High ",2167," $250.00 "," $15.00 "," $32,505.00 "," $3,250.50 "," $29,254.50 "," $21,670.00 "," $7,584.50 ",10/1/2013,10," October ",2013
"Channel Partners",France," Carretera "," High ",1198," $3.00 "," $12.00 "," $14,376.00 "," $1,581.36 "," $12,794.64 "," $3,594.00 "," $9,200.64 ",10/1/2013,10," October ",2013
"Channel Partners",France," Paseo "," High ",1198," $10.00 "," $12.00 "," $14,376.00 "," $1,581.36 "," $12,794.64 "," $3,594.00 "," $9,200.64 ",10/1/2013,10," October ",2013
Government,Germany," Montana "," High ",2992," $5.00 "," $20.00 "," $59,840.00 "," $6,582.40 "," $53,257.60 "," $29,920.00 "," $23,337.60 ",10/1/2013,10," October ",2013
Government,Germany," Paseo "," High ",2992," $10.00 "," $20.00 "," $59,840.00 "," $6,582.40 "," $53,257.60 "," $29,920.00 "," $23,337.60 ",10/1/2013,10," October ",2013
Government,Mexico," Velo "," High ",344," $120.00 "," $350.00 "," $120,400.00 "," $13,244.00 "," $107,156.00 "," $89,440.00 "," $17,716.00 ",10/1/2013,10," October ",2013
Government,Mexico," Amarilla "," High ",344," $260.00 "," $350.00 "," $120,400.00 "," $13,244.00 "," $107,156.00 "," $89,440.00 "," $17,716.00 ",10/1/2013,10," October ",2013
Government,Mexico," Montana "," High ",1715," $5.00 "," $20.00 "," $34,300.00 "," $4,116.00 "," $30,184.00 "," $17,150.00 "," $13,034.00 ",10/1/2013,10," October ",2013
Government,Mexico," Paseo "," High ",1715," $10.00 "," $20.00 "," $34,300.00 "," $4,116.00 "," $30,184.00 "," $17,150.00 "," $13,034.00 ",10/1/2013,10," October ",2013
Government,"United States of America"," Carretera "," High ",2996," $3.00 "," $7.00 "," $20,972.00 "," $2,936.08 "," $18,035.92 "," $14,980.00 "," $3,055.92 ",10/1/2013,10," October ",2013
Government,"United States of America"," Montana "," High ",2996," $5.00 "," $7.00 "," $20,972.00 "," $2,936.08 "," $18,035.92 "," $14,980.00 "," $3,055.92 ",10/1/2013,10," October ",2013
Government,Mexico," Montana "," High ",1727," $5.00 "," $7.00 "," $12,089.00 "," $1,692.46 "," $10,396.54 "," $8,635.00 "," $1,761.54 ",10/1/2013,10," October ",2013
Midmarket,Canada," Paseo "," High ",1743," $10.00 "," $15.00 "," $26,145.00 "," $3,660.30 "," $22,484.70 "," $17,430.00 "," $5,054.70 ",10/1/2013,10," October ",2013
"Small Business",Canada," Velo "," High ",269," $120.00 "," $300.00 "," $80,700.00 "," $11,298.00 "," $69,402.00 "," $67,250.00 "," $2,152.00 ",10/1/2013,10," October ",2013
"Small Business",Canada," VTT "," High ",269," $250.00 "," $300.00 "," $80,700.00 "," $11,298.00 "," $69,402.00 "," $67,250.00 "," $2,152.00 ",10/1/2013,10," October ",2013
Midmarket,Canada," Amarilla "," High ",1743," $260.00 "," $15.00 "," $26,145.00 "," $3,660.30 "," $22,484.70 "," $17,430.00 "," $5,054.70 ",10/1/2013,10," October ",2013
Government,Mexico," Amarilla "," High ",1727," $260.00 "," $7.00 "," $12,089.00 "," $1,692.46 "," $10,396.54 "," $8,635.00 "," $1,761.54 ",10/1/2013,10," October ",2013
Government,"United States of America"," Paseo "," High ",267," $10.00 "," $20.00 "," $5,340.00 "," $801.00 "," $4,539.00 "," $2,670.00 "," $1,869.00 ",10/1/2013,10," October ",2013
Government,"United States of America"," VTT "," High ",267," $250.00 "," $20.00 "," $5,340.00 "," $801.00 "," $4,539.00 "," $2,670.00 "," $1,869.00 ",10/1/2013,10," October ",2013
Government,Canada," Paseo "," None ",1725," $10.00 "," $350.00 "," $603,750.00 "," $-   "," $603,750.00 "," $448,500.00 "," $155,250.00 ",11/1/2013,11," November ",2013
"Channel Partners","United States of America"," Paseo "," None ",912," $10.00 "," $12.00 "," $10,944.00 "," $-   "," $10,944.00 "," $2,736.00 "," $8,208.00 ",11/1/2013,11," November ",2013
Government,Canada," Velo "," Low ",2092," $120.00 "," $7.00 "," $14,644.00 "," $146.44 "," $14,497.56 "," $10,460.00 "," $4,037.56 ",11/1/2013,11," November ",2013
Midmarket,France," Amarilla "," Low ",321," $260.00 "," $15.00 "," $4,815.00 "," $48.15 "," $4,766.85 "," $3,210.00 "," $1,556.85 ",11/1/2013,11," November ",2013
Government,France," Carretera "," Low ",2145," $3.00 "," $7.00 "," $15,015.00 "," $300.30 "," $14,714.70 "," $10,725.00 "," $3,989.70 ",11/1/2013,11," November ",2013
Enterprise,Mexico," Montana "," Low ",1660," $5.00 "," $125.00 "," $207,500.00 "," $4,150.00 "," $203,350.00 "," $199,200.00 "," $4,150.00 ",11/1/2013,11," November ",2013
"Channel Partners",France," Paseo "," Low ",1785," $10.00 "," $12.00 "," $21,420.00 "," $428.40 "," $20,991.60 "," $5,355.00 "," $15,636.60 ",11/1/2013,11," November ",2013
Government,Germany," Carretera "," Medium ",1016," $3.00 "," $7.00 "," $7,112.00 "," $355.60 "," $6,756.40 "," $5,080.00 "," $1,676.40 ",11/1/2013,11," November ",2013
Government,"United States of America"," VTT "," Medium ",1265," $250.00 "," $20.00 "," $25,300.00 "," $1,265.00 "," $24,035.00 "," $12,650.00 "," $11,385.00 ",11/1/2013,11," November ",2013
Government,Germany," VTT "," Medium ",2297," $250.00 "," $20.00 "," $45,940.00 "," $2,297.00 "," $43,643.00 "," $22,970.00 "," $20,673.00 ",11/1/2013,11," November ",2013
Government,"United States of America"," Carretera "," Medium ",263," $3.00 "," $7.00 "," $1,841.00 "," $110.46 "," $1,730.54 "," $1,315.00 "," $415.54 ",11/1/2013,11," November ",2013
Government,Mexico," VTT "," Medium ",1123," $250.00 "," $20.00 "," $22,460.00 "," $1,347.60 "," $21,112.40 "," $11,230.00 "," $9,882.40 ",11/1/2013,11," November ",2013
Enterprise,Germany," Montana "," Medium ",2500," $5.00 "," $125.00 "," $312,500.00 "," $21,875.00 "," $290,625.00 "," $300,000.00 "," $(9,375.00)",11/1/2013,11," November ",2013
"Small Business",Canada," Paseo "," Medium ",1404," $10.00 "," $300.00 "," $421,200.00 "," $29,484.00 "," $391,716.00 "," $351,000.00 "," $40,716.00 ",11/1/2013,11," November ",2013
"Channel Partners",Mexico," Paseo "," Medium ",2763," $10.00 "," $12.00 "," $33,156.00 "," $2,320.92 "," $30,835.08 "," $8,289.00 "," $22,546.08 ",11/1/2013,11," November ",2013
Government,Germany," Paseo "," Medium ",2146," $10.00 "," $350.00 "," $751,100.00 "," $60,088.00 "," $691,012.00 "," $557,960.00 "," $133,052.00 ",11/1/2013,11," November ",2013
"Small Business",France," Velo "," Medium ",386," $120.00 "," $300.00 "," $115,800.00 "," $9,264.00 "," $106,536.00 "," $96,500.00 "," $10,036.00 ",11/1/2013,11," November ",2013
Enterprise,France," Montana "," Medium ",1857," $5.00 "," $125.00 "," $232,125.00 "," $20,891.25 "," $211,233.75 "," $222,840.00 "," $(11,606.25)",11/1/2013,11," November ",2013
"Channel Partners",Germany," Paseo "," Medium ",1775," $10.00 "," $12.00 "," $21,300.00 "," $1,917.00 "," $19,383.00 "," $5,325.00 "," $14,058.00 ",11/1/2013,11," November ",2013
Midmarket,Germany," Amarilla "," Medium ",970," $260.00 "," $15.00 "," $14,550.00 "," $1,309.50 "," $13,240.50 "," $9,700.00 "," $3,540.50 ",11/1/2013,11," November ",2013
Government,France," VTT "," Medium ",2682," $250.00 "," $20.00 "," $53,640.00 "," $4,827.60 "," $48,812.40 "," $26,820.00 "," $21,992.40 ",11/1/2013,11," November ",2013
Enterprise,"United States of America"," Montana "," High ",1804," $5.00 "," $125.00 "," $225,500.00 "," $22,550.00 "," $202,950.00 "," $216,480.00 "," $(13,530.00)",11/1/2013,11," November ",2013
Midmarket,Canada," Carretera "," High ",1560," $3.00 "," $15.00 "," $23,400.00 "," $2,574.00 "," $20,826.00 "," $15,600.00 "," $5,226.00 ",11/1/2013,11," November ",2013
Government,Mexico," Carretera "," High ",2706," $3.00 "," $7.00 "," $18,942.00 "," $2,083.62 "," $16,858.38 "," $13,530.00 "," $3,328.38 ",11/1/2013,11," November ",2013
Government,Canada," VTT "," High ",2935," $250.00 "," $20.00 "," $58,700.00 "," $6,457.00 "," $52,243.00 "," $29,350.00 "," $22,893.00 ",11/1/2013,11," November ",2013
Midmarket,"United States of America"," Amarilla "," High ",2548," $260.00 "," $15.00 "," $38,220.00 "," $4,586.40 "," $33,633.60 "," $25,480.00 "," $8,153.60 ",11/1/2013,11," November ",2013
"Small Business",Mexico," Velo "," High ",2605," $120.00 "," $300.00 "," $781,500.00 "," $101,595.00 "," $679,905.00 "," $651,250.00 "," $28,655.00 ",11/1/2013,11," November ",2013
"Channel Partners",Canada," Paseo "," High ",2222," $10.00 "," $12.00 "," $26,664.00 "," $3,732.96 "," $22,931.04 "," $6,666.00 "," $16,265.04 ",11/1/2013,11," November ",2013
Government,France," Paseo "," High ",1922," $10.00 "," $350.00 "," $672,700.00 "," $94,178.00 "," $578,522.00 "," $499,720.00 "," $78,802.00 ",11/1/2013,11," November ",2013
"Small Business",Germany," Velo "," High ",2536," $120.00 "," $300.00 "," $760,800.00 "," $106,512.00 "," $654,288.00 "," $634,000.00 "," $20,288.00 ",11/1/2013,11," November ",2013
Midmarket,Mexico," Amarilla "," High ",1870," $260.00 "," $15.00 "," $28,050.00 "," $3,927.00 "," $24,123.00 "," $18,700.00 "," $5,423.00 ",11/1/2013,11," November ",2013
Government,"United States of America"," Paseo "," High ",2007," $10.00 "," $350.00 "," $702,450.00 "," $105,367.50 "," $597,082.50 "," $521,820.00 "," $75,262.50 ",11/1/2013,11," November ",2013
Government,Mexico," Paseo "," High ",2151," $10.00 "," $350.00 "," $752,850.00 "," $112,927.50 "," $639,922.50 "," $559,260.00 "," $80,662.50 ",11/1/2013,11," November ",2013
"Small Business","United States of America"," Velo "," High ",2574," $120.00 "," $300.00 "," $772,200.00 "," $115,830.00 "," $656,370.00 "," $643,500.00 "," $12,870.00 ",11/1/2013,11," November ",2013
Enterprise,Canada," VTT "," High ",2954," $250.00 "," $125.00 "," $369,250.00 "," $55,387.50 "," $313,862.50 "," $354,480.00 "," $(40,617.50)",11/1/2013,11," November ",2013
Midmarket,Canada," Paseo "," None ",2152," $10.00 "," $15.00 "," $32,280.00 "," $-   "," $32,280.00 "," $21,520.00 "," $10,760.00 ",12/1/2013,12," December ",2013
Midmarket,"United States of America"," Paseo "," Low ",1925," $10.00 "," $15.00 "," $28,875.00 "," $577.50 "," $28,297.50 "," $19,250.00 "," $9,047.50 ",12/1/2013,12," December ",2013
Government,"United States of America"," Paseo "," Low ",2013," $10.00 "," $7.00 "," $14,091.00 "," $281.82 "," $13,809.18 "," $10,065.00 "," $3,744.18 ",12/1/2013,12," December ",2013
Government,Mexico," Velo "," Low ",544," $120.00 "," $20.00 "," $10,880.00 "," $217.60 "," $10,662.40 "," $5,440.00 "," $5,222.40 ",12/1/2013,12," December ",2013
Government,"United States of America"," VTT "," Low ",266," $250.00 "," $350.00 "," $93,100.00 "," $1,862.00 "," $91,238.00 "," $69,160.00 "," $22,078.00 ",12/1/2013,12," December ",2013
