Segment,Country,Product,"Discount Band","Units Sold","Manufacturing Price","Sale Price","Gross Sales",Discounts,Sales,COGS,Profit,Date,"Month Number","Month Name",Year
"Channel Partners",France," Velo "," Low ",1055," $120.00 "," $12.00 "," $12,660.00 "," $253.20 "," $12,406.80 "," $3,165.00 "," $9,241.80 ",12/1/2014,12," December ",2014
"Channel Partners",France," Paseo "," Low ",1055," $10.00 "," $12.00 "," $12,660.00 "," $253.20 "," $12,406.80 "," $3,165.00 "," $9,241.80 ",12/1/2014,12," December ",2014
"Channel Partners",Mexico," Paseo "," Low ",1084," $10.00 "," $12.00 "," $13,008.00 "," $260.16 "," $12,747.84 "," $3,252.00 "," $9,495.84 ",12/1/2014,12," December ",2014
"Channel Partners",France," Paseo "," Low ",1901," $10.00 "," $12.00 "," $22,812.00 "," $684.36 "," $22,127.64 "," $5,703.00 "," $16,424.64 ",6/1/2014,6," June ",2014
"Channel Partners","United States of America"," Amarilla "," Low ",1989," $260.00 "," $12.00 "," $23,868.00 "," $238.68 "," $23,629.32 "," $5,967.00 "," $17,662.32 ",9/1/2013,9," September ",2013
"Channel Partners",Canada," Carretera "," Low ",1295," $3.00 "," $12.00 "," $15,540.00 "," $310.80 "," $15,229.20 "," $3,885.00 "," $11,344.20 ",10/1/2014,10," October ",2014
"Channel Partners",Mexico," Velo "," Low ",1084," $120.00 "," $12.00 "," $13,008.00 "," $260.16 "," $12,747.84 "," $3,252.00 "," $9,495.84 ",12/1/2014,12," December ",2014
"Channel Partners","United States of America"," Montana "," Low ",1142," $5.00 "," $12.00 "," $13,704.00 "," $274.08 "," $13,429.92 "," $3,426.00 "," $10,003.92 ",6/1/2014,6," June ",2014
"Channel Partners",Mexico," Montana "," Low ",690," $5.00 "," $12.00 "," $8,280.00 "," $165.60 "," $8,114.40 "," $2,070.00 "," $6,044.40 ",11/1/2014,11," November ",2014
"Channel Partners","United States of America"," Velo "," Low ",1465," $120.00 "," $12.00 "," $17,580.00 "," $703.20 "," $16,876.80 "," $4,395.00 "," $12,481.80 ",3/1/2014,3," March ",2014
"Channel Partners",France," VTT "," Low ",866," $250.00 "," $12.00 "," $10,392.00 "," $415.68 "," $9,976.32 "," $2,598.00 "," $7,378.32 ",5/1/2014,5," May ",2014
Enterprise,"United States of America"," Paseo "," Low ",727," $10.00 "," $125.00 "," $90,875.00 "," $908.75 "," $89,966.25 "," $87,240.00 "," $2,726.25 ",6/1/2014,6," June ",2014
Enterprise,France," Paseo "," Low ",787," $10.00 "," $125.00 "," $98,375.00 "," $983.75 "," $97,391.25 "," $94,440.00 "," $2,951.25 ",6/1/2014,6," June ",2014
Enterprise,Mexico," Paseo "," Low ",1823," $10.00 "," $125.00 "," $227,875.00 "," $2,278.75 "," $225,596.25 "," $218,760.00 "," $6,836.25 ",7/1/2014,7," July ",2014
Enterprise,Canada," Paseo "," Low ",2009," $10.00 "," $125.00 "," $251,125.00 "," $7,533.75 "," $243,591.25 "," $241,080.00 "," $2,511.25 ",10/1/2014,10," October ",2014
Enterprise,Mexico," Velo "," Low ",2145," $120.00 "," $125.00 "," $268,125.00 "," $5,362.50 "," $262,762.50 "," $257,400.00 "," $5,362.50 ",10/1/2013,10," October ",2013
Enterprise,Canada," Paseo "," Low ",2729," $10.00 "," $125.00 "," $341,125.00 "," $6,822.50 "," $334,302.50 "," $327,480.00 "," $6,822.50 ",12/1/2014,12," December ",2014
Enterprise,Germany," Amarilla "," Low ",2276," $260.00 "," $125.00 "," $284,500.00 "," $5,690.00 "," $278,810.00 "," $273,120.00 "," $5,690.00 ",5/1/2014,5," May ",2014
Enterprise,Canada," Velo "," Low ",923," $120.00 "," $125.00 "," $115,375.00 "," $1,153.75 "," $114,221.25 "," $110,760.00 "," $3,461.25 ",8/1/2014,8," August ",2014
Enterprise,"United States of America"," Velo "," Low ",663," $120.00 "," $125.00 "," $82,875.00 "," $828.75 "," $82,046.25 "," $79,560.00 "," $2,486.25 ",10/1/2013,10," October ",2013
Enterprise,"United States of America"," Montana "," Low ",663," $5.00 "," $125.00 "," $82,875.00 "," $828.75 "," $82,046.25 "," $79,560.00 "," $2,486.25 ",10/1/2013,10," October ",2013
Enterprise,Mexico," Paseo "," Low ",662," $10.00 "," $125.00 "," $82,750.00 "," $1,655.00 "," $81,095.00 "," $79,440.00 "," $1,655.00 ",6/1/2014,6," June ",2014
Enterprise,"United States of America"," Carretera "," Low ",330," $3.00 "," $125.00 "," $41,250.00 "," $412.50 "," $40,837.50 "," $39,600.00 "," $1,237.50 ",9/1/2013,9," September ",2013
Enterprise,"United States of America"," VTT "," Low ",727," $250.00 "," $125.00 "," $90,875.00 "," $908.75 "," $89,966.25 "," $87,240.00 "," $2,726.25 ",6/1/2014,6," June ",2014
Enterprise,France," VTT "," Low ",787," $250.00 "," $125.00 "," $98,375.00 "," $983.75 "," $97,391.25 "," $94,440.00 "," $2,951.25 ",6/1/2014,6," June ",2014
Enterprise,Germany," Paseo "," Low ",1570," $10.00 "," $125.00 "," $196,250.00 "," $5,887.50 "," $190,362.50 "," $188,400.00 "," $1,962.50 ",6/1/2014,6," June ",2014
Enterprise,Germany," VTT "," Low ",1570," $250.00 "," $125.00 "," $196,250.00 "," $5,887.50 "," $190,362.50 "," $188,400.00 "," $1,962.50 ",6/1/2014,6," June ",2014
Enterprise,Canada," VTT "," Low ",2729," $250.00 "," $125.00 "," $341,125.00 "," $6,822.50 "," $334,302.50 "," $327,480.00 "," $6,822.50 ",12/1/2014,12," December ",2014
Enterprise,France," VTT "," Low ",1744," $250.00 "," $125.00 "," $218,000.00 "," $2,180.00 "," $215,820.00 "," $209,280.00 "," $6,540.00 ",11/1/2014,11," November ",2014
Enterprise,Germany," Paseo "," Low ",809," $10.00 "," $125.00 "," $101,125.00 "," $2,022.50 "," $99,102.50 "," $97,080.00 "," $2,022.50 ",10/1/2013,10," October ",2013
Enterprise,Canada," Paseo "," Low ",1774," $10.00 "," $125.00 "," $221,750.00 "," $6,652.50 "," $215,097.50 "," $212,880.00 "," $2,217.50 ",3/1/2014,3," March ",2014
Enterprise,Canada," Carretera "," Low ",742.5," $3.00 "," $125.00 "," $92,812.50 "," $1,856.25 "," $90,956.25 "," $89,100.00 "," $1,856.25 ",4/1/2014,4," April ",2014
Enterprise,Canada," Velo "," Low ",2009," $120.00 "," $125.00 "," $251,125.00 "," $7,533.75 "," $243,591.25 "," $241,080.00 "," $2,511.25 ",10/1/2014,10," October ",2014
Enterprise,Germany," Montana "," Low ",1706," $5.00 "," $125.00 "," $213,250.00 "," $6,397.50 "," $206,852.50 "," $204,720.00 "," $2,132.50 ",12/1/2014,12," December ",2014
Enterprise,Mexico," Paseo "," Low ",2145," $10.00 "," $125.00 "," $268,125.00 "," $5,362.50 "," $262,762.50 "," $257,400.00 "," $5,362.50 ",10/1/2013,10," October ",2013
Enterprise,Mexico," VTT "," Low ",662," $250.00 "," $125.00 "," $82,750.00 "," $1,655.00 "," $81,095.00 "," $79,440.00 "," $1,655.00 ",6/1/2014,6," June ",2014
Enterprise,Germany," Paseo "," Low ",1706," $10.00 "," $125.00 "," $213,250.00 "," $6,397.50 "," $206,852.50 "," $204,720.00 "," $2,132.50 ",12/1/2014,12," December ",2014
Enterprise,Germany," Velo "," Low ",809," $120.00 "," $125.00 "," $101,125.00 "," $2,022.50 "," $99,102.50 "," $97,080.00 "," $2,022.50 ",10/1/2013,10," October ",2013
Enterprise,France," Montana "," Low ",1287," $5.00 "," $125.00 "," $160,875.00 "," $4,826.25 "," $156,048.75 "," $154,440.00 "," $1,608.75 ",12/1/2014,12," December ",2014
Enterprise,Mexico," Montana "," Low ",1660," $5.00 "," $125.00 "," $207,500.00 "," $4,150.00 "," $203,350.00 "," $199,200.00 "," $4,150.00 ",11/1/2013,11," November ",2013
Enterprise,Mexico," Montana "," Low ",1138," $5.00 "," $125.00 "," $142,250.00 "," $5,690.00 "," $136,560.00 "," $136,560.00 "," $-   ",12/1/2014,12," December ",2014
Enterprise,Germany," Paseo "," Low ",795," $10.00 "," $125.00 "," $99,375.00 "," $3,975.00 "," $95,400.00 "," $95,400.00 "," $-   ",3/1/2014,3," March ",2014
Enterprise,France," Paseo "," Low ",2988," $10.00 "," $125.00 "," $373,500.00 "," $14,940.00 "," $358,560.00 "," $358,560.00 "," $-   ",7/1/2014,7," July ",2014
Enterprise,Mexico," Paseo "," Low ",1138," $10.00 "," $125.00 "," $142,250.00 "," $5,690.00 "," $136,560.00 "," $136,560.00 "," $-   ",12/1/2014,12," December ",2014
Enterprise,France," Paseo "," Low ",1287," $10.00 "," $125.00 "," $160,875.00 "," $4,826.25 "," $156,048.75 "," $154,440.00 "," $1,608.75 ",12/1/2014,12," December ",2014
Enterprise,France," Carretera "," Low ",4243.5," $3.00 "," $125.00 "," $530,437.50 "," $15,913.13 "," $514,524.38 "," $509,220.00 "," $5,304.38 ",4/1/2014,4," April ",2014
Enterprise,Mexico," Amarilla "," Low ",1074," $260.00 "," $125.00 "," $134,250.00 "," $5,370.00 "," $128,880.00 "," $128,880.00 "," $-   ",4/1/2014,4," April ",2014
Government,France," Montana "," Low ",1375.5," $5.00 "," $20.00 "," $27,510.00 "," $275.10 "," $27,234.90 "," $13,755.00 "," $13,479.90 ",7/1/2014,7," July ",2014
Government,Canada," Montana "," Low ",1830," $5.00 "," $7.00 "," $12,810.00 "," $128.10 "," $12,681.90 "," $9,150.00 "," $3,531.90 ",8/1/2014,8," August ",2014
Government,"United States of America"," Paseo "," Low ",4492.5," $10.00 "," $7.00 "," $31,447.50 "," $314.48 "," $31,133.03 "," $22,462.50 "," $8,670.53 ",4/1/2014,4," April ",2014
Government,France," Paseo "," Low ",2155," $10.00 "," $350.00 "," $754,250.00 "," $7,542.50 "," $746,707.50 "," $560,300.00 "," $186,407.50 ",12/1/2014,12," December ",2014
Government,France," Velo "," Low ",3864," $120.00 "," $20.00 "," $77,280.00 "," $772.80 "," $76,507.20 "," $38,640.00 "," $37,867.20 ",4/1/2014,4," April ",2014
Government,Mexico," Velo "," Low ",362," $120.00 "," $7.00 "," $2,534.00 "," $25.34 "," $2,508.66 "," $1,810.00 "," $698.66 ",5/1/2014,5," May ",2014
Government,Canada," Velo "," Low ",2092," $120.00 "," $7.00 "," $14,644.00 "," $146.44 "," $14,497.56 "," $10,460.00 "," $4,037.56 ",11/1/2013,11," November ",2013
Government,Germany," VTT "," Low ",263," $250.00 "," $7.00 "," $1,841.00 "," $18.41 "," $1,822.59 "," $1,315.00 "," $507.59 ",3/1/2014,3," March ",2014
Government,Canada," VTT "," Low ",943.5," $250.00 "," $350.00 "," $330,225.00 "," $3,302.25 "," $326,922.75 "," $245,310.00 "," $81,612.75 ",4/1/2014,4," April ",2014
Government,Mexico," VTT "," Low ",1397," $250.00 "," $350.00 "," $488,950.00 "," $4,889.50 "," $484,060.50 "," $363,220.00 "," $120,840.50 ",10/1/2014,10," October ",2014
Government,France," Carretera "," Low ",2145," $3.00 "," $7.00 "," $15,015.00 "," $300.30 "," $14,714.70 "," $10,725.00 "," $3,989.70 ",11/1/2013,11," November ",2013
Government,Canada," Carretera "," Low ",2852," $3.00 "," $350.00 "," $998,200.00 "," $19,964.00 "," $978,236.00 "," $741,520.00 "," $236,716.00 ",12/1/2014,12," December ",2014
Government,"United States of America"," Montana "," Low ",1566," $5.00 "," $20.00 "," $31,320.00 "," $626.40 "," $30,693.60 "," $15,660.00 "," $15,033.60 ",10/1/2014,10," October ",2014
Government,Canada," Paseo "," Low ",2852," $10.00 "," $350.00 "," $998,200.00 "," $19,964.00 "," $978,236.00 "," $741,520.00 "," $236,716.00 ",12/1/2014,12," December ",2014
Government,"United States of America"," Paseo "," Low ",2013," $10.00 "," $7.00 "," $14,091.00 "," $281.82 "," $13,809.18 "," $10,065.00 "," $3,744.18 ",12/1/2013,12," December ",2013
Government,"United States of America"," Velo "," Low ",1566," $120.00 "," $20.00 "," $31,320.00 "," $626.40 "," $30,693.60 "," $15,660.00 "," $15,033.60 ",10/1/2014,10," October ",2014
Government,Germany," Velo "," Low ",2966," $120.00 "," $350.00 "," $1,038,100.00 "," $20,762.00 "," $1,017,338.00 "," $771,160.00 "," $246,178.00 ",10/1/2013,10," October ",2013
Government,Germany," Velo "," Low ",2877," $120.00 "," $350.00 "," $1,006,950.00 "," $20,139.00 "," $986,811.00 "," $748,020.00 "," $238,791.00 ",10/1/2014,10," October ",2014
Government,Mexico," Velo "," Low ",544," $120.00 "," $20.00 "," $10,880.00 "," $217.60 "," $10,662.40 "," $5,440.00 "," $5,222.40 ",12/1/2013,12," December ",2013
Government,France," Paseo "," Low ",3945," $10.00 "," $7.00 "," $27,615.00 "," $276.15 "," $27,338.85 "," $19,725.00 "," $7,613.85 ",1/1/2014,1," January ",2014
Government,"United States of America"," VTT "," Low ",266," $250.00 "," $350.00 "," $93,100.00 "," $1,862.00 "," $91,238.00 "," $69,160.00 "," $22,078.00 ",12/1/2013,12," December ",2013
Government,Mexico," VTT "," Low ",1940," $250.00 "," $350.00 "," $679,000.00 "," $13,580.00 "," $665,420.00 "," $504,400.00 "," $161,020.00 ",12/1/2013,12," December ",2013
Government,Germany," Amarilla "," Low ",2966," $260.00 "," $350.00 "," $1,038,100.00 "," $20,762.00 "," $1,017,338.00 "," $771,160.00 "," $246,178.00 ",10/1/2013,10," October ",2013
Government,"United States of America"," Amarilla "," Low ",1236," $260.00 "," $20.00 "," $24,720.00 "," $494.40 "," $24,225.60 "," $12,360.00 "," $11,865.60 ",11/1/2014,11," November ",2014
Government,France," Amarilla "," Low ",941," $260.00 "," $20.00 "," $18,820.00 "," $376.40 "," $18,443.60 "," $9,410.00 "," $9,033.60 ",11/1/2014,11," November ",2014
Government,Germany," Carretera "," Low ",2580," $3.00 "," $20.00 "," $51,600.00 "," $1,548.00 "," $50,052.00 "," $25,800.00 "," $24,252.00 ",4/1/2014,4," April ",2014
Government,Germany," Montana "," Low ",1958," $5.00 "," $7.00 "," $13,706.00 "," $411.18 "," $13,294.82 "," $9,790.00 "," $3,504.82 ",2/1/2014,2," February ",2014
Government,France," Montana "," Low ",544," $5.00 "," $7.00 "," $3,808.00 "," $114.24 "," $3,693.76 "," $2,720.00 "," $973.76 ",9/1/2014,9," September ",2014
Government,Germany," Montana "," Low ",1797," $5.00 "," $350.00 "," $628,950.00 "," $18,868.50 "," $610,081.50 "," $467,220.00 "," $142,861.50 ",9/1/2013,9," September ",2013
Government,Germany," VTT "," Low ",2877," $250.00 "," $350.00 "," $1,006,950.00 "," $20,139.00 "," $986,811.00 "," $748,020.00 "," $238,791.00 ",10/1/2014,10," October ",2014
Government,Mexico," VTT "," Low ",1642," $250.00 "," $350.00 "," $574,700.00 "," $17,241.00 "," $557,459.00 "," $426,920.00 "," $130,539.00 ",8/1/2014,8," August ",2014
Government,Canada," Carretera "," Low ",831," $3.00 "," $20.00 "," $16,620.00 "," $498.60 "," $16,121.40 "," $8,310.00 "," $7,811.40 ",5/1/2014,5," May ",2014
Government,Mexico," Paseo "," Low ",1760," $10.00 "," $7.00 "," $12,320.00 "," $369.60 "," $11,950.40 "," $8,800.00 "," $3,150.40 ",9/1/2013,9," September ",2013
Government,Canada," Velo "," Low ",3850.5," $120.00 "," $20.00 "," $77,010.00 "," $2,310.30 "," $74,699.70 "," $38,505.00 "," $36,194.70 ",4/1/2014,4," April ",2014
Government,"United States of America"," Velo "," Low ",736," $120.00 "," $20.00 "," $14,720.00 "," $588.80 "," $14,131.20 "," $7,360.00 "," $6,771.20 ",9/1/2013,9," September ",2013
Government,Canada," Carretera "," Low ",2851," $3.00 "," $7.00 "," $19,957.00 "," $798.28 "," $19,158.72 "," $14,255.00 "," $4,903.72 ",10/1/2013,10," October ",2013
Government,"United States of America"," Carretera "," Low ",274," $3.00 "," $350.00 "," $95,900.00 "," $3,836.00 "," $92,064.00 "," $71,240.00 "," $20,824.00 ",12/1/2014,12," December ",2014
Government,Canada," Montana "," Low ",2851," $5.00 "," $7.00 "," $19,957.00 "," $798.28 "," $19,158.72 "," $14,255.00 "," $4,903.72 ",10/1/2013,10," October ",2013
Government,France," Paseo "," Low ",1030," $10.00 "," $7.00 "," $7,210.00 "," $72.10 "," $7,137.90 "," $5,150.00 "," $1,987.90 ",5/1/2014,5," May ",2014
Government,Canada," Paseo "," Low ",4251," $10.00 "," $7.00 "," $29,757.00 "," $1,190.28 "," $28,566.72 "," $21,255.00 "," $7,311.72 ",1/1/2014,1," January ",2014
Government,France," Velo "," Low ",639," $120.00 "," $7.00 "," $4,473.00 "," $44.73 "," $4,428.27 "," $3,195.00 "," $1,233.27 ",11/1/2014,11," November ",2014
Government,"United States of America"," Paseo "," Low ",3450," $10.00 "," $350.00 "," $1,207,500.00 "," $48,300.00 "," $1,159,200.00 "," $897,000.00 "," $262,200.00 ",7/1/2014,7," July ",2014
Government,Canada," VTT "," Low ",1326," $250.00 "," $7.00 "," $9,282.00 "," $92.82 "," $9,189.18 "," $6,630.00 "," $2,559.18 ",3/1/2014,3," March ",2014
Government,Canada," Paseo "," Low ",2074," $10.00 "," $20.00 "," $41,480.00 "," $1,659.20 "," $39,820.80 "," $20,740.00 "," $19,080.80 ",9/1/2014,9," September ",2014
Government,"United States of America"," Paseo "," Low ",1056," $10.00 "," $20.00 "," $21,120.00 "," $844.80 "," $20,275.20 "," $10,560.00 "," $9,715.20 ",9/1/2014,9," September ",2014
Government,"United States of America"," Paseo "," Low ",274," $10.00 "," $350.00 "," $95,900.00 "," $3,836.00 "," $92,064.00 "," $71,240.00 "," $20,824.00 ",12/1/2014,12," December ",2014
Government,Mexico," Carretera "," Low ",1210," $3.00 "," $350.00 "," $423,500.00 "," $4,235.00 "," $419,265.00 "," $314,600.00 "," $104,665.00 ",3/1/2014,3," March ",2014
Government,"United States of America"," Carretera "," Low ",2529," $3.00 "," $7.00 "," $17,703.00 "," $177.03 "," $17,525.97 "," $12,645.00 "," $4,880.97 ",7/1/2014,7," July ",2014
Government,Canada," Velo "," Low ",2646," $120.00 "," $20.00 "," $52,920.00 "," $2,116.80 "," $50,803.20 "," $26,460.00 "," $24,343.20 ",9/1/2013,9," September ",2013
Government,France," Velo "," Low ",2177," $120.00 "," $350.00 "," $761,950.00 "," $30,478.00 "," $731,472.00 "," $566,020.00 "," $165,452.00 ",10/1/2014,10," October ",2014
Government,Mexico," Carretera "," Low ",1397," $3.00 "," $350.00 "," $488,950.00 "," $4,889.50 "," $484,060.50 "," $363,220.00 "," $120,840.50 ",10/1/2014,10," October ",2014
Government,"United States of America"," VTT "," Low ",349," $250.00 "," $350.00 "," $122,150.00 "," $4,886.00 "," $117,264.00 "," $90,740.00 "," $26,524.00 ",9/1/2013,9," September ",2013
Government,France," VTT "," Low ",2177," $250.00 "," $350.00 "," $761,950.00 "," $30,478.00 "," $731,472.00 "," $566,020.00 "," $165,452.00 ",10/1/2014,10," October ",2014
Government,Mexico," Amarilla "," Low ",1865," $260.00 "," $350.00 "," $652,750.00 "," $26,110.00 "," $626,640.00 "," $484,900.00 "," $141,740.00 ",2/1/2014,2," February ",2014
Government,France," Carretera "," Low ",2155," $3.00 "," $350.00 "," $754,250.00 "," $7,542.50 "," $746,707.50 "," $560,300.00 "," $186,407.50 ",12/1/2014,12," December ",2014
Government,Germany," Amarilla "," Low ",1907," $260.00 "," $350.00 "," $667,450.00 "," $26,698.00 "," $640,752.00 "," $495,820.00 "," $144,932.00 ",9/1/2014,9," September ",2014
Government,Canada," Amarilla "," Low ",1778," $260.00 "," $350.00 "," $622,300.00 "," $24,892.00 "," $597,408.00 "," $462,280.00 "," $135,128.00 ",12/1/2013,12," December ",2013
Midmarket,Germany," VTT "," Low ",1945," $250.00 "," $15.00 "," $29,175.00 "," $875.25 "," $28,299.75 "," $19,450.00 "," $8,849.75 ",10/1/2013,10," October ",2013
Midmarket,"United States of America"," Paseo "," Low ",1925," $10.00 "," $15.00 "," $28,875.00 "," $577.50 "," $28,297.50 "," $19,250.00 "," $9,047.50 ",12/1/2013,12," December ",2013
Midmarket,"United States of America"," Paseo "," Low ",1514," $10.00 "," $15.00 "," $22,710.00 "," $227.10 "," $22,482.90 "," $15,140.00 "," $7,342.90 ",2/1/2014,2," February ",2014
Midmarket,Mexico," Montana "," Low ",2214," $5.00 "," $15.00 "," $33,210.00 "," $332.10 "," $32,877.90 "," $22,140.00 "," $10,737.90 ",3/1/2014,3," March ",2014
Midmarket,France," Paseo "," Low ",2296," $10.00 "," $15.00 "," $34,440.00 "," $344.40 "," $34,095.60 "," $22,960.00 "," $11,135.60 ",2/1/2014,2," February ",2014
Midmarket,Mexico," Montana "," Low ",2031," $5.00 "," $15.00 "," $30,465.00 "," $1,218.60 "," $29,246.40 "," $20,310.00 "," $8,936.40 ",10/1/2014,10," October ",2014
Midmarket,Mexico," Paseo "," Low ",2031," $10.00 "," $15.00 "," $30,465.00 "," $1,218.60 "," $29,246.40 "," $20,310.00 "," $8,936.40 ",10/1/2014,10," October ",2014
Midmarket,France," Paseo "," Low ",2261," $10.00 "," $15.00 "," $33,915.00 "," $1,356.60 "," $32,558.40 "," $22,610.00 "," $9,948.40 ",12/1/2013,12," December ",2013
Midmarket,"United States of America"," Amarilla "," Low ",671," $260.00 "," $15.00 "," $10,065.00 "," $402.60 "," $9,662.40 "," $6,710.00 "," $2,952.40 ",10/1/2013,10," October ",2013
Midmarket,Mexico," VTT "," Low ",1514," $250.00 "," $15.00 "," $22,710.00 "," $908.40 "," $21,801.60 "," $15,140.00 "," $6,661.60 ",10/1/2013,10," October ",2013
Midmarket,France," Amarilla "," Low ",321," $260.00 "," $15.00 "," $4,815.00 "," $48.15 "," $4,766.85 "," $3,210.00 "," $1,556.85 ",11/1/2013,11," November ",2013
Midmarket,Canada," Paseo "," Low ",2363," $10.00 "," $15.00 "," $35,445.00 "," $708.90 "," $34,736.10 "," $23,630.00 "," $11,106.10 ",2/1/2014,2," February ",2014
Midmarket,Canada," Montana "," Low ",1967," $5.00 "," $15.00 "," $29,505.00 "," $1,180.20 "," $28,324.80 "," $19,670.00 "," $8,654.80 ",3/1/2014,3," March ",2014
Midmarket,Canada," Paseo "," Low ",218," $10.00 "," $15.00 "," $3,270.00 "," $130.80 "," $3,139.20 "," $2,180.00 "," $959.20 ",9/1/2014,9," September ",2014
Midmarket,Mexico," Paseo "," Low ",1514," $10.00 "," $15.00 "," $22,710.00 "," $908.40 "," $21,801.60 "," $15,140.00 "," $6,661.60 ",10/1/2013,10," October ",2013
Midmarket,Germany," Paseo "," Low ",747," $10.00 "," $15.00 "," $11,205.00 "," $112.05 "," $11,092.95 "," $7,470.00 "," $3,622.95 ",9/1/2014,9," September ",2014
Midmarket,"United States of America"," Paseo "," Low ",671," $10.00 "," $15.00 "," $10,065.00 "," $402.60 "," $9,662.40 "," $6,710.00 "," $2,952.40 ",10/1/2013,10," October ",2013
Midmarket,Germany," Paseo "," Low ",1945," $10.00 "," $15.00 "," $29,175.00 "," $875.25 "," $28,299.75 "," $19,450.00 "," $8,849.75 ",10/1/2013,10," October ",2013
"Small Business",Germany," Carretera "," Low ",689," $3.00 "," $300.00 "," $206,700.00 "," $6,201.00 "," $200,499.00 "," $172,250.00 "," $28,249.00 ",6/1/2014,6," June ",2014
"Small Business",Germany," Paseo "," Low ",1728," $10.00 "," $300.00 "," $518,400.00 "," $10,368.00 "," $508,032.00 "," $432,000.00 "," $76,032.00 ",5/1/2014,5," May ",2014
"Small Business",France," Paseo "," Low ",918," $10.00 "," $300.00 "," $275,400.00 "," $5,508.00 "," $269,892.00 "," $229,500.00 "," $40,392.00 ",5/1/2014,5," May ",2014
"Small Business",Germany," VTT "," Low ",214," $250.00 "," $300.00 "," $64,200.00 "," $1,284.00 "," $62,916.00 "," $53,500.00 "," $9,416.00 ",10/1/2013,10," October ",2013
"Small Business",Germany," Carretera "," Low ",2021," $3.00 "," $300.00 "," $606,300.00 "," $24,252.00 "," $582,048.00 "," $505,250.00 "," $76,798.00 ",10/1/2014,10," October ",2014
"Small Business",Germany," Montana "," Low ",1859," $5.00 "," $300.00 "," $557,700.00 "," $22,308.00 "," $535,392.00 "," $464,750.00 "," $70,642.00 ",8/1/2014,8," August ",2014
"Small Business",Germany," Amarilla "," Low ",259," $260.00 "," $300.00 "," $77,700.00 "," $1,554.00 "," $76,146.00 "," $64,750.00 "," $11,396.00 ",3/1/2014,3," March ",2014
"Small Business",Germany," Montana "," Low ",2021," $5.00 "," $300.00 "," $606,300.00 "," $24,252.00 "," $582,048.00 "," $505,250.00 "," $76,798.00 ",10/1/2014,10," October ",2014
"Small Business",Canada," Amarilla "," Low ",1916," $260.00 "," $300.00 "," $574,800.00 "," $11,496.00 "," $563,304.00 "," $479,000.00 "," $84,304.00 ",12/1/2014,12," December ",2014
