Segment,Country,Product,"Discount Band","Units Sold","Manufacturing Price","Sale Price","Gross Sales",Discounts,Sales,COGS,Profit,Date,"Month Number","Month Name",Year
Government,Mexico," Amarilla "," High ",1727," $260.00 "," $7.00 "," $12,089.00 "," $1,692.46 "," $10,396.54 "," $8,635.00 "," $1,761.54 ",10/1/2013,10," October ",2013
Government,France," Amarilla "," High ",1731," $260.00 "," $7.00 "," $12,117.00 "," $1,696.38 "," $10,420.62 "," $8,655.00 "," $1,765.62 ",10/1/2014,10," October ",2014
Government,"United States of America"," Amarilla "," Medium ",727," $260.00 "," $350.00 "," $254,450.00 "," $15,267.00 "," $239,183.00 "," $189,020.00 "," $50,163.00 ",10/1/2013,10," October ",2013
Government,France," Amarilla "," Medium ",2076," $260.00 "," $350.00 "," $726,600.00 "," $43,596.00 "," $683,004.00 "," $539,760.00 "," $143,244.00 ",10/1/2013,10," October ",2013
Government,France," Amarilla "," Medium ",2876," $260.00 "," $350.00 "," $1,006,600.00 "," $70,462.00 "," $936,138.00 "," $747,760.00 "," $188,378.00 ",9/1/2014,9," September ",2014
Government,Mexico," Amarilla "," High ",2039," $260.00 "," $20.00 "," $40,780.00 "," $4,078.00 "," $36,702.00 "," $20,390.00 "," $16,312.00 ",5/1/2014,5," May ",2014
Government,France," Amarilla "," High ",1190," $260.00 "," $7.00 "," $8,330.00 "," $1,082.90 "," $7,247.10 "," $5,950.00 "," $1,297.10 ",6/1/2014,6," June ",2014
Government,Canada," Amarilla "," High ",2240," $260.00 "," $350.00 "," $784,000.00 "," $78,400.00 "," $705,600.00 "," $582,400.00 "," $123,200.00 ",2/1/2014,2," February ",2014
Government,Mexico," Amarilla "," Medium ",1038," $260.00 "," $20.00 "," $20,760.00 "," $1,868.40 "," $18,891.60 "," $10,380.00 "," $8,511.60 ",6/1/2014,6," June ",2014
Government,Germany," Amarilla "," Low ",1907," $260.00 "," $350.00 "," $667,450.00 "," $26,698.00 "," $640,752.00 "," $495,820.00 "," $144,932.00 ",9/1/2014,9," September ",2014
Government,Canada," Amarilla "," Low ",1778," $260.00 "," $350.00 "," $622,300.00 "," $24,892.00 "," $597,408.00 "," $462,280.00 "," $135,128.00 ",12/1/2013,12," December ",2013
Government,France," Amarilla "," Medium ",1403," $260.00 "," $7.00 "," $9,821.00 "," $589.26 "," $9,231.74 "," $7,015.00 "," $2,216.74 ",10/1/2013,10," October ",2013
Government,Canada," Amarilla "," High ",2734," $260.00 "," $7.00 "," $19,138.00 "," $2,296.56 "," $16,841.44 "," $13,670.00 "," $3,171.44 ",10/1/2014,10," October ",2014
Government,France," Amarilla "," High ",3421.5," $260.00 "," $7.00 "," $23,950.50 "," $2,874.06 "," $21,076.44 "," $17,107.50 "," $3,968.94 ",7/1/2014,7," July ",2014
Government,Germany," Carretera "," None ",1321," $3.00 "," $20.00 "," $26,420.00 "," $-   "," $26,420.00 "," $13,210.00 "," $13,210.00 ",1/1/2014,1," January ",2014
Government,Germany," Carretera "," None ",1513," $3.00 "," $350.00 "," $529,550.00 "," $-   "," $529,550.00 "," $393,380.00 "," $136,170.00 ",12/1/2014,12," December ",2014
Government,Germany," Carretera "," Medium ",663," $3.00 "," $20.00 "," $13,260.00 "," $1,193.40 "," $12,066.60 "," $6,630.00 "," $5,436.60 ",5/1/2014,5," May ",2014
Government,Germany," Carretera "," Medium ",1016," $3.00 "," $7.00 "," $7,112.00 "," $355.60 "," $6,756.40 "," $5,080.00 "," $1,676.40 ",11/1/2013,11," November ",2013
Government,"United States of America"," Carretera "," Medium ",570," $3.00 "," $7.00 "," $3,990.00 "," $199.50 "," $3,790.50 "," $2,850.00 "," $940.50 ",12/1/2014,12," December ",2014
Government,France," Carretera "," Medium ",2487," $3.00 "," $7.00 "," $17,409.00 "," $870.45 "," $16,538.55 "," $12,435.00 "," $4,103.55 ",12/1/2014,12," December ",2014
Government,"United States of America"," Carretera "," Medium ",1761," $3.00 "," $350.00 "," $616,350.00 "," $43,144.50 "," $573,205.50 "," $457,860.00 "," $115,345.50 ",3/1/2014,3," March ",2014
Government,France," Carretera "," Medium ",1563," $3.00 "," $20.00 "," $31,260.00 "," $1,563.00 "," $29,697.00 "," $15,630.00 "," $14,067.00 ",5/1/2014,5," May ",2014
Government,Mexico," Carretera "," Low ",1210," $3.00 "," $350.00 "," $423,500.00 "," $4,235.00 "," $419,265.00 "," $314,600.00 "," $104,665.00 ",3/1/2014,3," March ",2014
Government,"United States of America"," Carretera "," Low ",2529," $3.00 "," $7.00 "," $17,703.00 "," $177.03 "," $17,525.97 "," $12,645.00 "," $4,880.97 ",7/1/2014,7," July ",2014
Government,Mexico," Carretera "," Low ",1397," $3.00 "," $350.00 "," $488,950.00 "," $4,889.50 "," $484,060.50 "," $363,220.00 "," $120,840.50 ",10/1/2014,10," October ",2014
Government,France," Carretera "," Low ",2155," $3.00 "," $350.00 "," $754,250.00 "," $7,542.50 "," $746,707.50 "," $560,300.00 "," $186,407.50 ",12/1/2014,12," December ",2014
Government,Germany," Carretera "," High ",280," $3.00 "," $7.00 "," $1,960.00 "," $274.40 "," $1,685.60 "," $1,400.00 "," $285.60 ",12/1/2014,12," December ",2014
Government,"United States of America"," Carretera "," High ",2996," $3.00 "," $7.00 "," $20,972.00 "," $2,936.08 "," $18,035.92 "," $14,980.00 "," $3,055.92 ",10/1/2013,10," October ",2013
Government,"United States of America"," Carretera "," High ",1743," $3.00 "," $20.00 "," $34,860.00 "," $4,880.40 "," $29,979.60 "," $17,430.00 "," $12,549.60 ",5/1/2014,5," May ",2014
Government,Mexico," Carretera "," High ",2579," $3.00 "," $20.00 "," $51,580.00 "," $7,221.20 "," $44,358.80 "," $25,790.00 "," $18,568.80 ",4/1/2014,4," April ",2014
Government,Germany," Carretera "," High ",442," $3.00 "," $20.00 "," $8,840.00 "," $1,149.20 "," $7,690.80 "," $4,420.00 "," $3,270.80 ",9/1/2013,9," September ",2013
Government,France," Carretera "," High ",1790," $3.00 "," $350.00 "," $626,500.00 "," $81,445.00 "," $545,055.00 "," $465,400.00 "," $79,655.00 ",3/1/2014,3," March ",2014
Government,Canada," Carretera "," None ",1618.5," $3.00 "," $20.00 "," $32,370.00 "," $-   "," $32,370.00 "," $16,185.00 "," $16,185.00 ",1/1/2014,1," January ",2014
Government,France," Carretera "," Low ",2145," $3.00 "," $7.00 "," $15,015.00 "," $300.30 "," $14,714.70 "," $10,725.00 "," $3,989.70 ",11/1/2013,11," November ",2013
Government,Canada," Carretera "," Low ",2851," $3.00 "," $7.00 "," $19,957.00 "," $798.28 "," $19,158.72 "," $14,255.00 "," $4,903.72 ",10/1/2013,10," October ",2013
Government,"United States of America"," Carretera "," Low ",274," $3.00 "," $350.00 "," $95,900.00 "," $3,836.00 "," $92,064.00 "," $71,240.00 "," $20,824.00 ",12/1/2014,12," December ",2014
Government,Germany," Carretera "," High ",792," $3.00 "," $350.00 "," $277,200.00 "," $30,492.00 "," $246,708.00 "," $205,920.00 "," $40,788.00 ",3/1/2014,3," March ",2014
Government,"United States of America"," Carretera "," Medium ",1117.5," $3.00 "," $20.00 "," $22,350.00 "," $1,341.00 "," $21,009.00 "," $11,175.00 "," $9,834.00 ",1/1/2014,1," January ",2014
Government,Germany," Carretera "," Low ",2580," $3.00 "," $20.00 "," $51,600.00 "," $1,548.00 "," $50,052.00 "," $25,800.00 "," $24,252.00 ",4/1/2014,4," April ",2014
Government,Mexico," Carretera "," Medium ",1362," $3.00 "," $350.00 "," $476,700.00 "," $38,136.00 "," $438,564.00 "," $354,120.00 "," $84,444.00 ",12/1/2014,12," December ",2014
Government,Canada," Carretera "," Low ",2852," $3.00 "," $350.00 "," $998,200.00 "," $19,964.00 "," $978,236.00 "," $741,520.00 "," $236,716.00 ",12/1/2014,12," December ",2014
Government,"United States of America"," Carretera "," Medium ",263," $3.00 "," $7.00 "," $1,841.00 "," $110.46 "," $1,730.54 "," $1,315.00 "," $415.54 ",11/1/2013,11," November ",2013
Government,Canada," Carretera "," Medium ",819," $3.00 "," $7.00 "," $5,733.00 "," $515.97 "," $5,217.03 "," $4,095.00 "," $1,122.03 ",7/1/2014,7," July ",2014
Government,Mexico," Carretera "," High ",886," $3.00 "," $350.00 "," $310,100.00 "," $37,212.00 "," $272,888.00 "," $230,360.00 "," $42,528.00 ",6/1/2014,6," June ",2014
Government,Canada," Carretera "," Low ",831," $3.00 "," $20.00 "," $16,620.00 "," $498.60 "," $16,121.40 "," $8,310.00 "," $7,811.40 ",5/1/2014,5," May ",2014
Government,France," Carretera "," High ",2521.5," $3.00 "," $20.00 "," $50,430.00 "," $6,051.60 "," $44,378.40 "," $25,215.00 "," $19,163.40 ",1/1/2014,1," January ",2014
Government,Mexico," Carretera "," Medium ",1834," $3.00 "," $20.00 "," $36,680.00 "," $2,567.60 "," $34,112.40 "," $18,340.00 "," $15,772.40 ",9/1/2013,9," September ",2013
Government,Canada," Carretera "," High ",923," $3.00 "," $350.00 "," $323,050.00 "," $41,996.50 "," $281,053.50 "," $239,980.00 "," $41,073.50 ",3/1/2014,3," March ",2014
Government,Mexico," Carretera "," High ",2706," $3.00 "," $7.00 "," $18,942.00 "," $2,083.62 "," $16,858.38 "," $13,530.00 "," $3,328.38 ",11/1/2013,11," November ",2013
Government,Mexico," Carretera "," Medium ",521," $3.00 "," $7.00 "," $3,647.00 "," $328.23 "," $3,318.77 "," $2,605.00 "," $713.77 ",12/1/2014,12," December ",2014
Government,France," Montana "," None ",1899," $5.00 "," $20.00 "," $37,980.00 "," $-   "," $37,980.00 "," $18,990.00 "," $18,990.00 ",6/1/2014,6," June ",2014
Government,Germany," Montana "," None ",2146," $5.00 "," $7.00 "," $15,022.00 "," $-   "," $15,022.00 "," $10,730.00 "," $4,292.00 ",9/1/2014,9," September ",2014
Government,Canada," Montana "," Medium ",1611," $5.00 "," $7.00 "," $11,277.00 "," $1,014.93 "," $10,262.07 "," $8,055.00 "," $2,207.07 ",12/1/2013,12," December ",2013
Government,Canada," Montana "," Low ",2851," $5.00 "," $7.00 "," $19,957.00 "," $798.28 "," $19,158.72 "," $14,255.00 "," $4,903.72 ",10/1/2013,10," October ",2013
Government,"United States of America"," Montana "," High ",2328," $5.00 "," $7.00 "," $16,296.00 "," $1,629.60 "," $14,666.40 "," $11,640.00 "," $3,026.40 ",9/1/2014,9," September ",2014
Government,"United States of America"," Montana "," High ",2313," $5.00 "," $350.00 "," $809,550.00 "," $80,955.00 "," $728,595.00 "," $601,380.00 "," $127,215.00 ",5/1/2014,5," May ",2014
Government,Germany," Montana "," High ",766," $5.00 "," $350.00 "," $268,100.00 "," $29,491.00 "," $238,609.00 "," $199,160.00 "," $39,449.00 ",1/1/2014,1," January ",2014
Government,Germany," Montana "," High ",2992," $5.00 "," $20.00 "," $59,840.00 "," $6,582.40 "," $53,257.60 "," $29,920.00 "," $23,337.60 ",10/1/2013,10," October ",2013
Government,Mexico," Montana "," High ",2420," $5.00 "," $7.00 "," $16,940.00 "," $2,032.80 "," $14,907.20 "," $12,100.00 "," $2,807.20 ",9/1/2014,9," September ",2014
Government,Canada," Montana "," High ",2734," $5.00 "," $7.00 "," $19,138.00 "," $2,296.56 "," $16,841.44 "," $13,670.00 "," $3,171.44 ",10/1/2014,10," October ",2014
Government,Mexico," Montana "," High ",1715," $5.00 "," $20.00 "," $34,300.00 "," $4,116.00 "," $30,184.00 "," $17,150.00 "," $13,034.00 ",10/1/2013,10," October ",2013
Government,"United States of America"," Montana "," High ",982.5," $5.00 "," $350.00 "," $343,875.00 "," $44,703.75 "," $299,171.25 "," $255,450.00 "," $43,721.25 ",1/1/2014,1," January ",2014
Government,"United States of America"," Montana "," High ",1298," $5.00 "," $7.00 "," $9,086.00 "," $1,181.18 "," $7,904.82 "," $6,490.00 "," $1,414.82 ",2/1/2014,2," February ",2014
Government,Mexico," Montana "," High ",2255," $5.00 "," $20.00 "," $45,100.00 "," $5,863.00 "," $39,237.00 "," $22,550.00 "," $16,687.00 ",7/1/2014,7," July ",2014
Government,Germany," Montana "," Medium ",1159," $5.00 "," $7.00 "," $8,113.00 "," $405.65 "," $7,707.35 "," $5,795.00 "," $1,912.35 ",10/1/2013,10," October ",2013
Government,Canada," Montana "," High ",1249," $5.00 "," $20.00 "," $24,980.00 "," $3,247.40 "," $21,732.60 "," $12,490.00 "," $9,242.60 ",10/1/2014,10," October ",2014
Government,France," Montana "," High ",293," $5.00 "," $7.00 "," $2,051.00 "," $287.14 "," $1,763.86 "," $1,465.00 "," $298.86 ",2/1/2014,2," February ",2014
Government,France," Montana "," Low ",1375.5," $5.00 "," $20.00 "," $27,510.00 "," $275.10 "," $27,234.90 "," $13,755.00 "," $13,479.90 ",7/1/2014,7," July ",2014
Government,Canada," Montana "," Low ",1830," $5.00 "," $7.00 "," $12,810.00 "," $128.10 "," $12,681.90 "," $9,150.00 "," $3,531.90 ",8/1/2014,8," August ",2014
Government,"United States of America"," Montana "," High ",2996," $5.00 "," $7.00 "," $20,972.00 "," $2,936.08 "," $18,035.92 "," $14,980.00 "," $3,055.92 ",10/1/2013,10," October ",2013
Government,Canada," Montana "," High ",2227.5," $5.00 "," $350.00 "," $779,625.00 "," $109,147.50 "," $670,477.50 "," $579,150.00 "," $91,327.50 ",1/1/2014,1," January ",2014
Government,France," Montana "," Medium ",1384.5," $5.00 "," $350.00 "," $484,575.00 "," $24,228.75 "," $460,346.25 "," $359,970.00 "," $100,376.25 ",1/1/2014,1," January ",2014
Government,Mexico," Montana "," Medium ",720," $5.00 "," $350.00 "," $252,000.00 "," $12,600.00 "," $239,400.00 "," $187,200.00 "," $52,200.00 ",9/1/2013,9," September ",2013
Government,Germany," Montana "," High ",1199," $5.00 "," $350.00 "," $419,650.00 "," $58,751.00 "," $360,899.00 "," $311,740.00 "," $49,159.00 ",4/1/2014,4," April ",2014
Government,Canada," Montana "," High ",200," $5.00 "," $350.00 "," $70,000.00 "," $9,800.00 "," $60,200.00 "," $52,000.00 "," $8,200.00 ",5/1/2014,5," May ",2014
Government,Canada," Montana "," High ",388," $5.00 "," $7.00 "," $2,716.00 "," $380.24 "," $2,335.76 "," $1,940.00 "," $395.76 ",9/1/2014,9," September ",2014
Government,"United States of America"," Montana "," Low ",1566," $5.00 "," $20.00 "," $31,320.00 "," $626.40 "," $30,693.60 "," $15,660.00 "," $15,033.60 ",10/1/2014,10," October ",2014
Government,Mexico," Montana "," High ",1727," $5.00 "," $7.00 "," $12,089.00 "," $1,692.46 "," $10,396.54 "," $8,635.00 "," $1,761.54 ",10/1/2013,10," October ",2013
Government,Mexico," Montana "," High ",1368," $5.00 "," $7.00 "," $9,576.00 "," $1,436.40 "," $8,139.60 "," $6,840.00 "," $1,299.60 ",2/1/2014,2," February ",2014
Government,Germany," Montana "," Medium ",1460," $5.00 "," $350.00 "," $511,000.00 "," $30,660.00 "," $480,340.00 "," $379,600.00 "," $100,740.00 ",5/1/2014,5," May ",2014
Government,France," Montana "," Medium ",1403," $5.00 "," $7.00 "," $9,821.00 "," $589.26 "," $9,231.74 "," $7,015.00 "," $2,216.74 ",10/1/2013,10," October ",2013
Government,France," Montana "," Medium ",1757," $5.00 "," $20.00 "," $35,140.00 "," $2,108.40 "," $33,031.60 "," $17,570.00 "," $15,461.60 ",10/1/2013,10," October ",2013
Government,France," Montana "," Medium ",1976," $5.00 "," $20.00 "," $39,520.00 "," $2,766.40 "," $36,753.60 "," $19,760.00 "," $16,993.60 ",10/1/2014,10," October ",2014
Government,Canada," Montana "," Medium ",488," $5.00 "," $7.00 "," $3,416.00 "," $273.28 "," $3,142.72 "," $2,440.00 "," $702.72 ",2/1/2014,2," February ",2014
Government,"United States of America"," Montana "," Medium ",1282," $5.00 "," $20.00 "," $25,640.00 "," $2,051.20 "," $23,588.80 "," $12,820.00 "," $10,768.80 ",6/1/2014,6," June ",2014
Government,Mexico," Montana "," Medium ",980," $5.00 "," $350.00 "," $343,000.00 "," $20,580.00 "," $322,420.00 "," $254,800.00 "," $67,620.00 ",4/1/2014,4," April ",2014
Government,Germany," Montana "," Low ",1958," $5.00 "," $7.00 "," $13,706.00 "," $411.18 "," $13,294.82 "," $9,790.00 "," $3,504.82 ",2/1/2014,2," February ",2014
Government,France," Montana "," Low ",544," $5.00 "," $7.00 "," $3,808.00 "," $114.24 "," $3,693.76 "," $2,720.00 "," $973.76 ",9/1/2014,9," September ",2014
Government,Germany," Montana "," Low ",1797," $5.00 "," $350.00 "," $628,950.00 "," $18,868.50 "," $610,081.50 "," $467,220.00 "," $142,861.50 ",9/1/2013,9," September ",2013
Government,Canada," Montana "," Medium ",708," $5.00 "," $20.00 "," $14,160.00 "," $1,132.80 "," $13,027.20 "," $7,080.00 "," $5,947.20 ",6/1/2014,6," June ",2014
Government,Germany," Montana "," Medium ",645," $5.00 "," $20.00 "," $12,900.00 "," $1,032.00 "," $11,868.00 "," $6,450.00 "," $5,418.00 ",7/1/2014,7," July ",2014
Government,France," Montana "," Medium ",1666," $5.00 "," $350.00 "," $583,100.00 "," $52,479.00 "," $530,621.00 "," $433,160.00 "," $97,461.00 ",5/1/2014,5," May ",2014
Government,Canada," Paseo "," None ",292," $10.00 "," $20.00 "," $5,840.00 "," $-   "," $5,840.00 "," $2,920.00 "," $2,920.00 ",2/1/2014,2," February ",2014
Government,Germany," Paseo "," None ",1006," $10.00 "," $350.00 "," $352,100.00 "," $-   "," $352,100.00 "," $261,560.00 "," $90,540.00 ",6/1/2014,6," June ",2014
Government,Mexico," Paseo "," None ",883," $10.00 "," $7.00 "," $6,181.00 "," $-   "," $6,181.00 "," $4,415.00 "," $1,766.00 ",8/1/2014,8," August ",2014
Government,"United States of America"," Paseo "," None ",1143," $10.00 "," $7.00 "," $8,001.00 "," $-   "," $8,001.00 "," $5,715.00 "," $2,286.00 ",10/1/2014,10," October ",2014
Government,Canada," Paseo "," None ",1725," $10.00 "," $350.00 "," $603,750.00 "," $-   "," $603,750.00 "," $448,500.00 "," $155,250.00 ",11/1/2013,11," November ",2013
Government,Canada," Paseo "," None ",1817," $10.00 "," $20.00 "," $36,340.00 "," $-   "," $36,340.00 "," $18,170.00 "," $18,170.00 ",12/1/2014,12," December ",2014
Government,Germany," Paseo "," None ",1513," $10.00 "," $350.00 "," $529,550.00 "," $-   "," $529,550.00 "," $393,380.00 "," $136,170.00 ",12/1/2014,12," December ",2014
Government,France," Paseo "," High ",2532," $10.00 "," $7.00 "," $17,724.00 "," $1,949.64 "," $15,774.36 "," $12,660.00 "," $3,114.36 ",4/1/2014,4," April ",2014
Government,France," Paseo "," High ",293," $10.00 "," $20.00 "," $5,860.00 "," $879.00 "," $4,981.00 "," $2,930.00 "," $2,051.00 ",12/1/2014,12," December ",2014
Government,France," Paseo "," High ",1594," $10.00 "," $350.00 "," $557,900.00 "," $66,948.00 "," $490,952.00 "," $414,440.00 "," $76,512.00 ",11/1/2014,11," November ",2014
Government,Germany," Paseo "," Medium ",1366," $10.00 "," $20.00 "," $27,320.00 "," $2,185.60 "," $25,134.40 "," $13,660.00 "," $11,474.40 ",6/1/2014,6," June ",2014
Government,France," Paseo "," Low ",3945," $10.00 "," $7.00 "," $27,615.00 "," $276.15 "," $27,338.85 "," $19,725.00 "," $7,613.85 ",1/1/2014,1," January ",2014
Government,France," Paseo "," Low ",1030," $10.00 "," $7.00 "," $7,210.00 "," $72.10 "," $7,137.90 "," $5,150.00 "," $1,987.90 ",5/1/2014,5," May ",2014
Government,"United States of America"," Paseo "," Medium ",678," $10.00 "," $7.00 "," $4,746.00 "," $379.68 "," $4,366.32 "," $3,390.00 "," $976.32 ",8/1/2014,8," August ",2014
Government,Mexico," Paseo "," High ",1122," $10.00 "," $20.00 "," $22,440.00 "," $2,468.40 "," $19,971.60 "," $11,220.00 "," $8,751.60 ",3/1/2014,3," March ",2014
Government,"United States of America"," Paseo "," Low ",4492.5," $10.00 "," $7.00 "," $31,447.50 "," $314.48 "," $31,133.03 "," $22,462.50 "," $8,670.53 ",4/1/2014,4," April ",2014
Government,France," Paseo "," Low ",2155," $10.00 "," $350.00 "," $754,250.00 "," $7,542.50 "," $746,707.50 "," $560,300.00 "," $186,407.50 ",12/1/2014,12," December ",2014
Government,Canada," Paseo "," High ",2104.5," $10.00 "," $350.00 "," $736,575.00 "," $81,023.25 "," $655,551.75 "," $547,170.00 "," $108,381.75 ",7/1/2014,7," July ",2014
Government,Canada," Paseo "," High ",2394," $10.00 "," $20.00 "," $47,880.00 "," $5,266.80 "," $42,613.20 "," $23,940.00 "," $18,673.20 ",8/1/2014,8," August ",2014
Government,Germany," Paseo "," High ",2992," $10.00 "," $20.00 "," $59,840.00 "," $6,582.40 "," $53,257.60 "," $29,920.00 "," $23,337.60 ",10/1/2013,10," October ",2013
Government,"United States of America"," Paseo "," High ",380," $10.00 "," $7.00 "," $2,660.00 "," $292.60 "," $2,367.40 "," $1,900.00 "," $467.40 ",9/1/2013,9," September ",2013
Government,"United States of America"," Paseo "," Medium ",727," $10.00 "," $350.00 "," $254,450.00 "," $15,267.00 "," $239,183.00 "," $189,020.00 "," $50,163.00 ",10/1/2013,10," October ",2013
Government,Canada," Paseo "," Low ",2852," $10.00 "," $350.00 "," $998,200.00 "," $19,964.00 "," $978,236.00 "," $741,520.00 "," $236,716.00 ",12/1/2014,12," December ",2014
Government,"United States of America"," Paseo "," Low ",2013," $10.00 "," $7.00 "," $14,091.00 "," $281.82 "," $13,809.18 "," $10,065.00 "," $3,744.18 ",12/1/2013,12," December ",2013
Government,Germany," Paseo "," Medium ",1598," $10.00 "," $7.00 "," $11,186.00 "," $894.88 "," $10,291.12 "," $7,990.00 "," $2,301.12 ",8/1/2014,8," August ",2014
Government,Germany," Paseo "," Medium ",2409," $10.00 "," $7.00 "," $16,863.00 "," $1,349.04 "," $15,513.96 "," $12,045.00 "," $3,468.96 ",9/1/2013,9," September ",2013
Government,Germany," Paseo "," Medium ",1934," $10.00 "," $20.00 "," $38,680.00 "," $3,094.40 "," $35,585.60 "," $19,340.00 "," $16,245.60 ",9/1/2014,9," September ",2014
Government,Mexico," Paseo "," High ",886," $10.00 "," $350.00 "," $310,100.00 "," $37,212.00 "," $272,888.00 "," $230,360.00 "," $42,528.00 ",6/1/2014,6," June ",2014
