Segment,Country,Product,"Discount Band","Units Sold","Manufacturing Price","Sale Price","Gross Sales",Discounts,Sales,COGS,Profit,Date,"Month Number","Month Name",Year
"Channel Partners",Germany," Montana "," Medium ",2342," $5.00 "," $12.00 "," $28,104.00 "," $1,405.20 "," $26,698.80 "," $7,026.00 "," $19,672.80 ",11/1/2014,11," November ",2014
"Channel Partners","United States of America"," Montana "," Medium ",2723," $5.00 "," $12.00 "," $32,676.00 "," $1,960.56 "," $30,715.44 "," $8,169.00 "," $22,546.44 ",11/1/2014,11," November ",2014
"Channel Partners",Mexico," Montana "," Medium ",2340," $5.00 "," $12.00 "," $28,080.00 "," $1,965.60 "," $26,114.40 "," $7,020.00 "," $19,094.40 ",1/1/2014,1," January ",2014
"Channel Partners",France," Montana "," Medium ",2342," $5.00 "," $12.00 "," $28,104.00 "," $1,967.28 "," $26,136.72 "," $7,026.00 "," $19,110.72 ",11/1/2014,11," November ",2014
"Channel Partners",Canada," Montana "," None ",2518," $5.00 "," $12.00 "," $30,216.00 "," $-   "," $30,216.00 "," $7,554.00 "," $22,662.00 ",6/1/2014,6," June ",2014
"Channel Partners",Canada," Montana "," Medium ",2321," $5.00 "," $12.00 "," $27,852.00 "," $2,506.68 "," $25,345.32 "," $6,963.00 "," $18,382.32 ",11/1/2014,11," November ",2014
"Channel Partners",Mexico," Montana "," High ",2661," $5.00 "," $12.00 "," $31,932.00 "," $3,831.84 "," $28,100.16 "," $7,983.00 "," $20,117.16 ",5/1/2014,5," May ",2014
"Channel Partners","United States of America"," Montana "," Low ",1142," $5.00 "," $12.00 "," $13,704.00 "," $274.08 "," $13,429.92 "," $3,426.00 "," $10,003.92 ",6/1/2014,6," June ",2014
"Channel Partners",Mexico," Montana "," Low ",690," $5.00 "," $12.00 "," $8,280.00 "," $165.60 "," $8,114.40 "," $2,070.00 "," $6,044.40 ",11/1/2014,11," November ",2014
"Channel Partners",Mexico," Montana "," High ",604," $5.00 "," $12.00 "," $7,248.00 "," $942.24 "," $6,305.76 "," $1,812.00 "," $4,493.76 ",6/1/2014,6," June ",2014
"Channel Partners",France," Montana "," Low ",1901," $5.00 "," $12.00 "," $22,812.00 "," $684.36 "," $22,127.64 "," $5,703.00 "," $16,424.64 ",6/1/2014,6," June ",2014
"Channel Partners",Canada," Paseo "," None ",2518," $10.00 "," $12.00 "," $30,216.00 "," $-   "," $30,216.00 "," $7,554.00 "," $22,662.00 ",6/1/2014,6," June ",2014
"Channel Partners",Germany," Paseo "," None ",367," $10.00 "," $12.00 "," $4,404.00 "," $-   "," $4,404.00 "," $1,101.00 "," $3,303.00 ",7/1/2014,7," July ",2014
"Channel Partners","United States of America"," Paseo "," None ",912," $10.00 "," $12.00 "," $10,944.00 "," $-   "," $10,944.00 "," $2,736.00 "," $8,208.00 ",11/1/2013,11," November ",2013
"Channel Partners","United States of America"," Paseo "," High ",914," $10.00 "," $12.00 "," $10,968.00 "," $1,645.20 "," $9,322.80 "," $2,742.00 "," $6,580.80 ",12/1/2014,12," December ",2014
"Channel Partners",Canada," Paseo "," High ",2222," $10.00 "," $12.00 "," $26,664.00 "," $3,732.96 "," $22,931.04 "," $6,666.00 "," $16,265.04 ",11/1/2013,11," November ",2013
"Channel Partners","United States of America"," Paseo "," Low ",1369.5," $10.00 "," $12.00 "," $16,434.00 "," $493.02 "," $15,940.98 "," $4,108.50 "," $11,832.48 ",7/1/2014,7," July ",2014
"Channel Partners",Germany," Paseo "," Low ",766," $10.00 "," $12.00 "," $9,192.00 "," $91.92 "," $9,100.08 "," $2,298.00 "," $6,802.08 ",10/1/2013,10," October ",2013
"Channel Partners","United States of America"," Paseo "," Low ",1142," $10.00 "," $12.00 "," $13,704.00 "," $274.08 "," $13,429.92 "," $3,426.00 "," $10,003.92 ",6/1/2014,6," June ",2014
"Channel Partners",France," Paseo "," Low ",1901," $10.00 "," $12.00 "," $22,812.00 "," $684.36 "," $22,127.64 "," $5,703.00 "," $16,424.64 ",6/1/2014,6," June ",2014
"Channel Partners",Canada," Paseo "," Medium ",2299," $10.00 "," $12.00 "," $27,588.00 "," $1,655.28 "," $25,932.72 "," $6,897.00 "," $19,035.72 ",10/1/2013,10," October ",2013
"Channel Partners",Mexico," Paseo "," Medium ",2763," $10.00 "," $12.00 "," $33,156.00 "," $2,320.92 "," $30,835.08 "," $8,289.00 "," $22,546.08 ",11/1/2013,11," November ",2013
"Channel Partners",Mexico," Paseo "," Medium ",367," $10.00 "," $12.00 "," $4,404.00 "," $396.36 "," $4,007.64 "," $1,101.00 "," $2,906.64 ",10/1/2013,10," October ",2013
"Channel Partners",Germany," Paseo "," Medium ",1775," $10.00 "," $12.00 "," $21,300.00 "," $1,917.00 "," $19,383.00 "," $5,325.00 "," $14,058.00 ",11/1/2013,11," November ",2013
"Channel Partners",France," Paseo "," High ",2425.5," $10.00 "," $12.00 "," $29,106.00 "," $3,201.66 "," $25,904.34 "," $7,276.50 "," $18,627.84 ",7/1/2014,7," July ",2014
"Channel Partners",Mexico," Paseo "," High ",571," $10.00 "," $12.00 "," $6,852.00 "," $890.76 "," $5,961.24 "," $1,713.00 "," $4,248.24 ",7/1/2014,7," July ",2014
"Channel Partners",Germany," Paseo "," High ",1013," $10.00 "," $12.00 "," $12,156.00 "," $1,580.28 "," $10,575.72 "," $3,039.00 "," $7,536.72 ",12/1/2014,12," December ",2014
"Channel Partners",Canada," Paseo "," High ",4026," $10.00 "," $12.00 "," $48,312.00 "," $5,314.32 "," $42,997.68 "," $12,078.00 "," $30,919.68 ",7/1/2014,7," July ",2014
"Channel Partners",France," Paseo "," High ",1393," $10.00 "," $12.00 "," $16,716.00 "," $2,340.24 "," $14,375.76 "," $4,179.00 "," $10,196.76 ",10/1/2014,10," October ",2014
"Channel Partners",Mexico," Paseo "," Low ",1084," $10.00 "," $12.00 "," $13,008.00 "," $260.16 "," $12,747.84 "," $3,252.00 "," $9,495.84 ",12/1/2014,12," December ",2014
"Channel Partners",Canada," Paseo "," Medium ",2431," $10.00 "," $12.00 "," $29,172.00 "," $1,458.60 "," $27,713.40 "," $7,293.00 "," $20,420.40 ",12/1/2014,12," December ",2014
"Channel Partners","United States of America"," Paseo "," High ",386," $10.00 "," $12.00 "," $4,632.00 "," $463.20 "," $4,168.80 "," $1,158.00 "," $3,010.80 ",10/1/2013,10," October ",2013
"Channel Partners",France," Paseo "," Low ",1055," $10.00 "," $12.00 "," $12,660.00 "," $253.20 "," $12,406.80 "," $3,165.00 "," $9,241.80 ",12/1/2014,12," December ",2014
"Channel Partners","United States of America"," Paseo "," High ",2914," $10.00 "," $12.00 "," $34,968.00 "," $4,895.52 "," $30,072.48 "," $8,742.00 "," $21,330.48 ",10/1/2014,10," October ",2014
"Channel Partners",France," Paseo "," Low ",1785," $10.00 "," $12.00 "," $21,420.00 "," $428.40 "," $20,991.60 "," $5,355.00 "," $15,636.60 ",11/1/2013,11," November ",2013
"Channel Partners",France," Paseo "," High ",1198," $10.00 "," $12.00 "," $14,376.00 "," $1,581.36 "," $12,794.64 "," $3,594.00 "," $9,200.64 ",10/1/2013,10," October ",2013
"Channel Partners",Canada," Paseo "," Low ",1295," $10.00 "," $12.00 "," $15,540.00 "," $310.80 "," $15,229.20 "," $3,885.00 "," $11,344.20 ",10/1/2014,10," October ",2014
"Channel Partners",Germany," Velo "," None ",2161," $120.00 "," $12.00 "," $25,932.00 "," $-   "," $25,932.00 "," $6,483.00 "," $19,449.00 ",3/1/2014,3," March ",2014
"Channel Partners",Germany," Velo "," None ",1545," $120.00 "," $12.00 "," $18,540.00 "," $-   "," $18,540.00 "," $4,635.00 "," $13,905.00 ",6/1/2014,6," June ",2014
"Channel Partners",France," Velo "," Medium ",1967," $120.00 "," $12.00 "," $23,604.00 "," $2,124.36 "," $21,479.64 "," $5,901.00 "," $15,578.64 ",3/1/2014,3," March ",2014
"Channel Partners",Canada," Velo "," Medium ",2431," $120.00 "," $12.00 "," $29,172.00 "," $1,458.60 "," $27,713.40 "," $7,293.00 "," $20,420.40 ",12/1/2014,12," December ",2014
"Channel Partners","United States of America"," Velo "," Low ",1465," $120.00 "," $12.00 "," $17,580.00 "," $703.20 "," $16,876.80 "," $4,395.00 "," $12,481.80 ",3/1/2014,3," March ",2014
"Channel Partners",Germany," Velo "," High ",472," $120.00 "," $12.00 "," $5,664.00 "," $623.04 "," $5,040.96 "," $1,416.00 "," $3,624.96 ",10/1/2014,10," October ",2014
"Channel Partners",France," Velo "," Low ",1055," $120.00 "," $12.00 "," $12,660.00 "," $253.20 "," $12,406.80 "," $3,165.00 "," $9,241.80 ",12/1/2014,12," December ",2014
"Channel Partners",Mexico," Velo "," Low ",1084," $120.00 "," $12.00 "," $13,008.00 "," $260.16 "," $12,747.84 "," $3,252.00 "," $9,495.84 ",12/1/2014,12," December ",2014
"Channel Partners",Canada," Velo "," Medium ",598," $120.00 "," $12.00 "," $7,176.00 "," $574.08 "," $6,601.92 "," $1,794.00 "," $4,807.92 ",3/1/2014,3," March ",2014
"Channel Partners",Mexico," Velo "," High ",604," $120.00 "," $12.00 "," $7,248.00 "," $942.24 "," $6,305.76 "," $1,812.00 "," $4,493.76 ",6/1/2014,6," June ",2014
"Channel Partners",Mexico," Velo "," High ",410," $120.00 "," $12.00 "," $4,920.00 "," $639.60 "," $4,280.40 "," $1,230.00 "," $3,050.40 ",10/1/2014,10," October ",2014
"Channel Partners",Germany," Velo "," High ",1013," $120.00 "," $12.00 "," $12,156.00 "," $1,580.28 "," $10,575.72 "," $3,039.00 "," $7,536.72 ",12/1/2014,12," December ",2014
"Channel Partners",Mexico," Velo "," High ",500," $120.00 "," $12.00 "," $6,000.00 "," $900.00 "," $5,100.00 "," $1,500.00 "," $3,600.00 ",3/1/2014,3," March ",2014
"Channel Partners","United States of America"," Velo "," High ",914," $120.00 "," $12.00 "," $10,968.00 "," $1,645.20 "," $9,322.80 "," $2,742.00 "," $6,580.80 ",12/1/2014,12," December ",2014
"Channel Partners",Germany," VTT "," None ",2838," $250.00 "," $12.00 "," $34,056.00 "," $-   "," $34,056.00 "," $8,514.00 "," $25,542.00 ",4/1/2014,4," April ",2014
"Channel Partners",France," VTT "," Medium ",1738.5," $250.00 "," $12.00 "," $20,862.00 "," $1,460.34 "," $19,401.66 "," $5,215.50 "," $14,186.16 ",4/1/2014,4," April ",2014
"Channel Partners","United States of America"," VTT "," Medium ",1956," $250.00 "," $12.00 "," $23,472.00 "," $2,112.48 "," $21,359.52 "," $5,868.00 "," $15,491.52 ",1/1/2014,1," January ",2014
"Channel Partners",Germany," VTT "," Medium ",880," $250.00 "," $12.00 "," $10,560.00 "," $950.40 "," $9,609.60 "," $2,640.00 "," $6,969.60 ",5/1/2014,5," May ",2014
"Channel Partners",France," VTT "," Medium ",2234," $250.00 "," $12.00 "," $26,808.00 "," $2,412.72 "," $24,395.28 "," $6,702.00 "," $17,693.28 ",9/1/2013,9," September ",2013
"Channel Partners",Germany," VTT "," Medium ",2215," $250.00 "," $12.00 "," $26,580.00 "," $1,860.60 "," $24,719.40 "," $6,645.00 "," $18,074.40 ",9/1/2013,9," September ",2013
"Channel Partners",France," VTT "," Low ",866," $250.00 "," $12.00 "," $10,392.00 "," $415.68 "," $9,976.32 "," $2,598.00 "," $7,378.32 ",5/1/2014,5," May ",2014
"Channel Partners",Germany," VTT "," Low ",2479," $250.00 "," $12.00 "," $29,748.00 "," $892.44 "," $28,855.56 "," $7,437.00 "," $21,418.56 ",1/1/2014,1," January ",2014
"Channel Partners",Mexico," VTT "," High ",1005," $250.00 "," $12.00 "," $12,060.00 "," $1,326.60 "," $10,733.40 "," $3,015.00 "," $7,718.40 ",9/1/2013,9," September ",2013
"Channel Partners",Canada," VTT "," Medium ",3244.5," $250.00 "," $12.00 "," $38,934.00 "," $2,725.38 "," $36,208.62 "," $9,733.50 "," $26,475.12 ",1/1/2014,1," January ",2014
"Channel Partners",France," VTT "," High ",1734," $250.00 "," $12.00 "," $20,808.00 "," $2,288.88 "," $18,519.12 "," $5,202.00 "," $13,317.12 ",1/1/2014,1," January ",2014
"Channel Partners",Canada," VTT "," High ",2109," $250.00 "," $12.00 "," $25,308.00 "," $3,036.96 "," $22,271.04 "," $6,327.00 "," $15,944.04 ",5/1/2014,5," May ",2014
"Channel Partners",Mexico," VTT "," Low ",1916," $250.00 "," $12.00 "," $22,992.00 "," $689.76 "," $22,302.24 "," $5,748.00 "," $16,554.24 ",4/1/2014,4," April ",2014
"Channel Partners","United States of America"," VTT "," High ",1806," $250.00 "," $12.00 "," $21,672.00 "," $3,250.80 "," $18,421.20 "," $5,418.00 "," $13,003.20 ",5/1/2014,5," May ",2014
