Segment,Country,Product,"Discount Band","Units Sold","Manufacturing Price","Sale Price","Gross Sales",Discounts,Sales,COGS,Profit,Date,"Month Number","Month Name",Year
Enterprise,Canada," Velo "," High ",1916," $120.00 "," $125.00 "," $239,500.00 "," $23,950.00 "," $215,550.00 "," $229,920.00 "," $(14,370.00)",12/1/2013,12," December ",2013
Enterprise,Canada," Paseo "," High ",1583," $10.00 "," $125.00 "," $197,875.00 "," $25,723.75 "," $172,151.25 "," $189,960.00 "," $(17,808.75)",6/1/2014,6," June ",2014
Enterprise,Mexico," VTT "," High ",341," $250.00 "," $125.00 "," $42,625.00 "," $4,262.50 "," $38,362.50 "," $40,920.00 "," $(2,557.50)",5/1/2014,5," May ",2014
Enterprise,France," Paseo "," High ",2441," $10.00 "," $125.00 "," $305,125.00 "," $33,563.75 "," $271,561.25 "," $292,920.00 "," $(21,358.75)",10/1/2014,10," October ",2014
Enterprise,France," Carretera "," High ",2441," $3.00 "," $125.00 "," $305,125.00 "," $33,563.75 "," $271,561.25 "," $292,920.00 "," $(21,358.75)",10/1/2014,10," October ",2014
Enterprise,France," Amarilla "," High ",1433," $260.00 "," $125.00 "," $179,125.00 "," $19,703.75 "," $159,421.25 "," $171,960.00 "," $(12,538.75)",5/1/2014,5," May ",2014
Enterprise,Canada," VTT "," High ",2529," $250.00 "," $125.00 "," $316,125.00 "," $31,612.50 "," $284,512.50 "," $303,480.00 "," $(18,967.50)",11/1/2014,11," November ",2014
Enterprise,Mexico," Amarilla "," High ",947," $260.00 "," $125.00 "," $118,375.00 "," $13,021.25 "," $105,353.75 "," $113,640.00 "," $(8,286.25)",9/1/2013,9," September ",2013
Enterprise,Canada," VTT "," High ",1583," $250.00 "," $125.00 "," $197,875.00 "," $25,723.75 "," $172,151.25 "," $189,960.00 "," $(17,808.75)",6/1/2014,6," June ",2014
Enterprise,Canada," Amarilla "," High ",1659," $260.00 "," $125.00 "," $207,375.00 "," $26,958.75 "," $180,416.25 "," $199,080.00 "," $(18,663.75)",1/1/2014,1," January ",2014
Enterprise,Mexico," Velo "," High ",1575," $120.00 "," $125.00 "," $196,875.00 "," $27,562.50 "," $169,312.50 "," $189,000.00 "," $(19,687.50)",2/1/2014,2," February ",2014
Enterprise,"United States of America"," Amarilla "," High ",2844," $260.00 "," $125.00 "," $355,500.00 "," $49,770.00 "," $305,730.00 "," $341,280.00 "," $(35,550.00)",5/1/2014,5," May ",2014
Enterprise,Mexico," Paseo "," High ",2156," $10.00 "," $125.00 "," $269,500.00 "," $32,340.00 "," $237,160.00 "," $258,720.00 "," $(21,560.00)",10/1/2014,10," October ",2014
Enterprise,France," Carretera "," High ",1023," $3.00 "," $125.00 "," $127,875.00 "," $17,902.50 "," $109,972.50 "," $122,760.00 "," $(12,787.50)",9/1/2013,9," September ",2013
Enterprise,France," Carretera "," High ",1174," $3.00 "," $125.00 "," $146,750.00 "," $22,012.50 "," $124,737.50 "," $140,880.00 "," $(16,142.50)",8/1/2014,8," August ",2014
Enterprise,Germany," Carretera "," High ",1085," $3.00 "," $125.00 "," $135,625.00 "," $20,343.75 "," $115,281.25 "," $130,200.00 "," $(14,918.75)",10/1/2014,10," October ",2014
Enterprise,Germany," Paseo "," High ",1085," $10.00 "," $125.00 "," $135,625.00 "," $20,343.75 "," $115,281.25 "," $130,200.00 "," $(14,918.75)",10/1/2014,10," October ",2014
Enterprise,Mexico," Carretera "," High ",2821," $3.00 "," $125.00 "," $352,625.00 "," $49,367.50 "," $303,257.50 "," $338,520.00 "," $(35,262.50)",12/1/2013,12," December ",2013
Enterprise,Germany," Carretera "," High ",2767," $3.00 "," $125.00 "," $345,875.00 "," $51,881.25 "," $293,993.75 "," $332,040.00 "," $(38,046.25)",8/1/2014,8," August ",2014
Enterprise,France," Velo "," High ",663," $120.00 "," $125.00 "," $82,875.00 "," $12,431.25 "," $70,443.75 "," $79,560.00 "," $(9,116.25)",9/1/2014,9," September ",2014
Enterprise,"United States of America"," Velo "," High ",2438," $120.00 "," $125.00 "," $304,750.00 "," $45,712.50 "," $259,037.50 "," $292,560.00 "," $(33,522.50)",12/1/2013,12," December ",2013
Enterprise,Mexico," VTT "," High ",554," $250.00 "," $125.00 "," $69,250.00 "," $7,617.50 "," $61,632.50 "," $66,480.00 "," $(4,847.50)",1/1/2014,1," January ",2014
Enterprise,Canada," VTT "," High ",2954," $250.00 "," $125.00 "," $369,250.00 "," $55,387.50 "," $313,862.50 "," $354,480.00 "," $(40,617.50)",11/1/2013,11," November ",2013
Enterprise,Germany," VTT "," High ",552," $250.00 "," $125.00 "," $69,000.00 "," $10,350.00 "," $58,650.00 "," $66,240.00 "," $(7,590.00)",11/1/2014,11," November ",2014
Government,Germany," Montana "," High ",766," $5.00 "," $350.00 "," $268,100.00 "," $29,491.00 "," $238,609.00 "," $199,160.00 "," $39,449.00 ",1/1/2014,1," January ",2014
Government,Germany," Montana "," High ",2992," $5.00 "," $20.00 "," $59,840.00 "," $6,582.40 "," $53,257.60 "," $29,920.00 "," $23,337.60 ",10/1/2013,10," October ",2013
Government,France," Amarilla "," High ",3421.5," $260.00 "," $7.00 "," $23,950.50 "," $2,874.06 "," $21,076.44 "," $17,107.50 "," $3,968.94 ",7/1/2014,7," July ",2014
Government,Mexico," Montana "," High ",2255," $5.00 "," $20.00 "," $45,100.00 "," $5,863.00 "," $39,237.00 "," $22,550.00 "," $16,687.00 ",7/1/2014,7," July ",2014
Government,Mexico," Paseo "," High ",1122," $10.00 "," $20.00 "," $22,440.00 "," $2,468.40 "," $19,971.60 "," $11,220.00 "," $8,751.60 ",3/1/2014,3," March ",2014
Government,Canada," Paseo "," High ",2104.5," $10.00 "," $350.00 "," $736,575.00 "," $81,023.25 "," $655,551.75 "," $547,170.00 "," $108,381.75 ",7/1/2014,7," July ",2014
Government,Canada," Paseo "," High ",2394," $10.00 "," $20.00 "," $47,880.00 "," $5,266.80 "," $42,613.20 "," $23,940.00 "," $18,673.20 ",8/1/2014,8," August ",2014
Government,Canada," Amarilla "," High ",2734," $260.00 "," $7.00 "," $19,138.00 "," $2,296.56 "," $16,841.44 "," $13,670.00 "," $3,171.44 ",10/1/2014,10," October ",2014
Government,France," Velo "," High ",2805," $120.00 "," $20.00 "," $56,100.00 "," $6,171.00 "," $49,929.00 "," $28,050.00 "," $21,879.00 ",9/1/2013,9," September ",2013
Government,Mexico," Velo "," High ",344," $120.00 "," $350.00 "," $120,400.00 "," $13,244.00 "," $107,156.00 "," $89,440.00 "," $17,716.00 ",10/1/2013,10," October ",2013
Government,Canada," Velo "," High ",1808," $120.00 "," $7.00 "," $12,656.00 "," $1,392.16 "," $11,263.84 "," $9,040.00 "," $2,223.84 ",11/1/2014,11," November ",2014
Government,Canada," VTT "," High ",2935," $250.00 "," $20.00 "," $58,700.00 "," $6,457.00 "," $52,243.00 "," $29,350.00 "," $22,893.00 ",11/1/2013,11," November ",2013
Government,Mexico," Amarilla "," High ",2629," $260.00 "," $20.00 "," $52,580.00 "," $5,783.80 "," $46,796.20 "," $26,290.00 "," $20,506.20 ",1/1/2014,1," January ",2014
Government,Mexico," Amarilla "," High ",344," $260.00 "," $350.00 "," $120,400.00 "," $13,244.00 "," $107,156.00 "," $89,440.00 "," $17,716.00 ",10/1/2013,10," October ",2013
Government,France," Carretera "," High ",2521.5," $3.00 "," $20.00 "," $50,430.00 "," $6,051.60 "," $44,378.40 "," $25,215.00 "," $19,163.40 ",1/1/2014,1," January ",2014
Government,"United States of America"," Paseo "," High ",380," $10.00 "," $7.00 "," $2,660.00 "," $292.60 "," $2,367.40 "," $1,900.00 "," $467.40 ",9/1/2013,9," September ",2013
Government,Mexico," Carretera "," High ",886," $3.00 "," $350.00 "," $310,100.00 "," $37,212.00 "," $272,888.00 "," $230,360.00 "," $42,528.00 ",6/1/2014,6," June ",2014
Government,Germany," Paseo "," High ",1531," $10.00 "," $20.00 "," $30,620.00 "," $3,674.40 "," $26,945.60 "," $15,310.00 "," $11,635.60 ",12/1/2014,12," December ",2014
Government,Germany," Paseo "," High ",2992," $10.00 "," $20.00 "," $59,840.00 "," $6,582.40 "," $53,257.60 "," $29,920.00 "," $23,337.60 ",10/1/2013,10," October ",2013
Government,Mexico," Montana "," High ",2420," $5.00 "," $7.00 "," $16,940.00 "," $2,032.80 "," $14,907.20 "," $12,100.00 "," $2,807.20 ",9/1/2014,9," September ",2014
Government,Canada," Montana "," High ",2734," $5.00 "," $7.00 "," $19,138.00 "," $2,296.56 "," $16,841.44 "," $13,670.00 "," $3,171.44 ",10/1/2014,10," October ",2014
Government,Mexico," Montana "," High ",1715," $5.00 "," $20.00 "," $34,300.00 "," $4,116.00 "," $30,184.00 "," $17,150.00 "," $13,034.00 ",10/1/2013,10," October ",2013
Government,"United States of America"," Montana "," High ",982.5," $5.00 "," $350.00 "," $343,875.00 "," $44,703.75 "," $299,171.25 "," $255,450.00 "," $43,721.25 ",1/1/2014,1," January ",2014
Government,Germany," Carretera "," High ",442," $3.00 "," $20.00 "," $8,840.00 "," $1,149.20 "," $7,690.80 "," $4,420.00 "," $3,270.80 ",9/1/2013,9," September ",2013
Government,Mexico," Paseo "," High ",886," $10.00 "," $350.00 "," $310,100.00 "," $37,212.00 "," $272,888.00 "," $230,360.00 "," $42,528.00 ",6/1/2014,6," June ",2014
Government,"United States of America"," Montana "," High ",2328," $5.00 "," $7.00 "," $16,296.00 "," $1,629.60 "," $14,666.40 "," $11,640.00 "," $3,026.40 ",9/1/2014,9," September ",2014
Government,Mexico," Paseo "," High ",905," $10.00 "," $20.00 "," $18,100.00 "," $2,172.00 "," $15,928.00 "," $9,050.00 "," $6,878.00 ",10/1/2014,10," October ",2014
Government,Mexico," Paseo "," High ",1715," $10.00 "," $20.00 "," $34,300.00 "," $4,116.00 "," $30,184.00 "," $17,150.00 "," $13,034.00 ",10/1/2013,10," October ",2013
Government,France," Paseo "," High ",1594," $10.00 "," $350.00 "," $557,900.00 "," $66,948.00 "," $490,952.00 "," $414,440.00 "," $76,512.00 ",11/1/2014,11," November ",2014
Government,France," Carretera "," High ",1790," $3.00 "," $350.00 "," $626,500.00 "," $81,445.00 "," $545,055.00 "," $465,400.00 "," $79,655.00 ",3/1/2014,3," March ",2014
Government,Canada," Carretera "," High ",923," $3.00 "," $350.00 "," $323,050.00 "," $41,996.50 "," $281,053.50 "," $239,980.00 "," $41,073.50 ",3/1/2014,3," March ",2014
Government,Mexico," Paseo "," High ",1197," $10.00 "," $350.00 "," $418,950.00 "," $50,274.00 "," $368,676.00 "," $311,220.00 "," $57,456.00 ",11/1/2014,11," November ",2014
Government,France," VTT "," High ",1491," $250.00 "," $7.00 "," $10,437.00 "," $1,252.44 "," $9,184.56 "," $7,455.00 "," $1,729.56 ",3/1/2014,3," March ",2014
Government,Canada," Paseo "," High ",1249," $10.00 "," $20.00 "," $24,980.00 "," $3,247.40 "," $21,732.60 "," $12,490.00 "," $9,242.60 ",10/1/2014,10," October ",2014
Government,Germany," Paseo "," High ",357," $10.00 "," $350.00 "," $124,950.00 "," $16,243.50 "," $108,706.50 "," $92,820.00 "," $15,886.50 ",11/1/2014,11," November ",2014
Government,"United States of America"," Montana "," High ",2313," $5.00 "," $350.00 "," $809,550.00 "," $80,955.00 "," $728,595.00 "," $601,380.00 "," $127,215.00 ",5/1/2014,5," May ",2014
Government,Canada," Velo "," High ",2632," $120.00 "," $350.00 "," $921,200.00 "," $119,756.00 "," $801,444.00 "," $684,320.00 "," $117,124.00 ",6/1/2014,6," June ",2014
Government,France," Velo "," High ",1190," $120.00 "," $7.00 "," $8,330.00 "," $1,082.90 "," $7,247.10 "," $5,950.00 "," $1,297.10 ",6/1/2014,6," June ",2014
Government,Mexico," Paseo "," High ",1233," $10.00 "," $20.00 "," $24,660.00 "," $2,959.20 "," $21,700.80 "," $12,330.00 "," $9,370.80 ",12/1/2014,12," December ",2014
Government,"United States of America"," Montana "," High ",1298," $5.00 "," $7.00 "," $9,086.00 "," $1,181.18 "," $7,904.82 "," $6,490.00 "," $1,414.82 ",2/1/2014,2," February ",2014
Government,France," Paseo "," High ",1954," $10.00 "," $20.00 "," $39,080.00 "," $3,908.00 "," $35,172.00 "," $19,540.00 "," $15,632.00 ",3/1/2014,3," March ",2014
Government,France," Paseo "," High ",2696," $10.00 "," $7.00 "," $18,872.00 "," $2,453.36 "," $16,418.64 "," $13,480.00 "," $2,938.64 ",8/1/2014,8," August ",2014
Government,Mexico," Velo "," High ",1395," $120.00 "," $350.00 "," $488,250.00 "," $58,590.00 "," $429,660.00 "," $362,700.00 "," $66,960.00 ",7/1/2014,7," July ",2014
Government,France," Amarilla "," High ",1190," $260.00 "," $7.00 "," $8,330.00 "," $1,082.90 "," $7,247.10 "," $5,950.00 "," $1,297.10 ",6/1/2014,6," June ",2014
Government,Germany," Paseo "," High ",241," $10.00 "," $20.00 "," $4,820.00 "," $482.00 "," $4,338.00 "," $2,410.00 "," $1,928.00 ",10/1/2014,10," October ",2014
Government,"United States of America"," Velo "," High ",986," $120.00 "," $350.00 "," $345,100.00 "," $41,412.00 "," $303,688.00 "," $256,360.00 "," $47,328.00 ",10/1/2014,10," October ",2014
Government,Mexico," Carretera "," High ",2579," $3.00 "," $20.00 "," $51,580.00 "," $7,221.20 "," $44,358.80 "," $25,790.00 "," $18,568.80 ",4/1/2014,4," April ",2014
Government,"United States of America"," Carretera "," High ",1743," $3.00 "," $20.00 "," $34,860.00 "," $4,880.40 "," $29,979.60 "," $17,430.00 "," $12,549.60 ",5/1/2014,5," May ",2014
Government,"United States of America"," Carretera "," High ",2996," $3.00 "," $7.00 "," $20,972.00 "," $2,936.08 "," $18,035.92 "," $14,980.00 "," $3,055.92 ",10/1/2013,10," October ",2013
Government,Germany," Carretera "," High ",280," $3.00 "," $7.00 "," $1,960.00 "," $274.40 "," $1,685.60 "," $1,400.00 "," $285.60 ",12/1/2014,12," December ",2014
Government,France," Montana "," High ",293," $5.00 "," $7.00 "," $2,051.00 "," $287.14 "," $1,763.86 "," $1,465.00 "," $298.86 ",2/1/2014,2," February ",2014
Government,"United States of America"," Montana "," High ",2996," $5.00 "," $7.00 "," $20,972.00 "," $2,936.08 "," $18,035.92 "," $14,980.00 "," $3,055.92 ",10/1/2013,10," October ",2013
Government,Canada," Paseo "," High ",2428," $10.00 "," $20.00 "," $48,560.00 "," $6,798.40 "," $41,761.60 "," $24,280.00 "," $17,481.60 ",3/1/2014,3," March ",2014
Government,Mexico," Velo "," High ",905," $120.00 "," $20.00 "," $18,100.00 "," $2,172.00 "," $15,928.00 "," $9,050.00 "," $6,878.00 ",10/1/2014,10," October ",2014
Government,Germany," VTT "," High ",280," $250.00 "," $7.00 "," $1,960.00 "," $274.40 "," $1,685.60 "," $1,400.00 "," $285.60 ",12/1/2014,12," December ",2014
Government,France," Velo "," High ",639," $120.00 "," $350.00 "," $223,650.00 "," $22,365.00 "," $201,285.00 "," $166,140.00 "," $35,145.00 ",7/1/2014,7," July ",2014
Government,Germany," Velo "," High ",241," $120.00 "," $20.00 "," $4,820.00 "," $482.00 "," $4,338.00 "," $2,410.00 "," $1,928.00 ",10/1/2014,10," October ",2014
Government,Germany," Velo "," High ",2665," $120.00 "," $7.00 "," $18,655.00 "," $1,865.50 "," $16,789.50 "," $13,325.00 "," $3,464.50 ",11/1/2014,11," November ",2014
Government,Germany," VTT "," High ",1531," $250.00 "," $20.00 "," $30,620.00 "," $3,674.40 "," $26,945.60 "," $15,310.00 "," $11,635.60 ",12/1/2014,12," December ",2014
Government,Canada," Montana "," High ",2227.5," $5.00 "," $350.00 "," $779,625.00 "," $109,147.50 "," $670,477.50 "," $579,150.00 "," $91,327.50 ",1/1/2014,1," January ",2014
Government,Germany," Montana "," High ",1199," $5.00 "," $350.00 "," $419,650.00 "," $58,751.00 "," $360,899.00 "," $311,740.00 "," $49,159.00 ",4/1/2014,4," April ",2014
Government,"United States of America"," VTT "," High ",2807," $250.00 "," $350.00 "," $982,450.00 "," $98,245.00 "," $884,205.00 "," $729,820.00 "," $154,385.00 ",8/1/2014,8," August ",2014
Government,Canada," Montana "," High ",388," $5.00 "," $7.00 "," $2,716.00 "," $380.24 "," $2,335.76 "," $1,940.00 "," $395.76 ",9/1/2014,9," September ",2014
Government,Mexico," Montana "," High ",1727," $5.00 "," $7.00 "," $12,089.00 "," $1,692.46 "," $10,396.54 "," $8,635.00 "," $1,761.54 ",10/1/2013,10," October ",2013
Government,Mexico," Paseo "," High ",260," $10.00 "," $20.00 "," $5,200.00 "," $728.00 "," $4,472.00 "," $2,600.00 "," $1,872.00 ",2/1/2014,2," February ",2014
Government,Canada," Paseo "," High ",2632," $10.00 "," $350.00 "," $921,200.00 "," $119,756.00 "," $801,444.00 "," $684,320.00 "," $117,124.00 ",6/1/2014,6," June ",2014
Government,Germany," Paseo "," High ",2708," $10.00 "," $20.00 "," $54,160.00 "," $7,040.80 "," $47,119.20 "," $27,080.00 "," $20,039.20 ",2/1/2014,2," February ",2014
Government,France," Paseo "," High ",1731," $10.00 "," $7.00 "," $12,117.00 "," $1,696.38 "," $10,420.62 "," $8,655.00 "," $1,765.62 ",10/1/2014,10," October ",2014
Government,Canada," Paseo "," High ",700," $10.00 "," $350.00 "," $245,000.00 "," $34,300.00 "," $210,700.00 "," $182,000.00 "," $28,700.00 ",11/1/2014,11," November ",2014
Government,Canada," VTT "," High ",623," $250.00 "," $350.00 "," $218,050.00 "," $26,166.00 "," $191,884.00 "," $161,980.00 "," $29,904.00 ",9/1/2013,9," September ",2013
Government,"United States of America"," Paseo "," High ",1177," $10.00 "," $350.00 "," $411,950.00 "," $57,673.00 "," $354,277.00 "," $306,020.00 "," $48,257.00 ",11/1/2014,11," November ",2014
Government,France," Paseo "," High ",1922," $10.00 "," $350.00 "," $672,700.00 "," $94,178.00 "," $578,522.00 "," $499,720.00 "," $78,802.00 ",11/1/2013,11," November ",2013
Government,Germany," VTT "," High ",1870," $250.00 "," $350.00 "," $654,500.00 "," $65,450.00 "," $589,050.00 "," $486,200.00 "," $102,850.00 ",12/1/2013,12," December ",2013
Government,"United States of America"," Velo "," High ",606," $120.00 "," $20.00 "," $12,120.00 "," $1,696.80 "," $10,423.20 "," $6,060.00 "," $4,363.20 ",4/1/2014,4," April ",2014
Government,Mexico," VTT "," High ",2903," $250.00 "," $7.00 "," $20,321.00 "," $2,844.94 "," $17,476.06 "," $14,515.00 "," $2,961.06 ",3/1/2014,3," March ",2014
Government,France," VTT "," High ",1281," $250.00 "," $350.00 "," $448,350.00 "," $62,769.00 "," $385,581.00 "," $333,060.00 "," $52,521.00 ",12/1/2013,12," December ",2013
Government,Canada," Amarilla "," High ",2240," $260.00 "," $350.00 "," $784,000.00 "," $78,400.00 "," $705,600.00 "," $582,400.00 "," $123,200.00 ",2/1/2014,2," February ",2014
Government,"United States of America"," Paseo "," High ",2641," $10.00 "," $20.00 "," $52,820.00 "," $6,866.60 "," $45,953.40 "," $26,410.00 "," $19,543.40 ",2/1/2014,2," February ",2014
